restaurantID,linkNumber,cityCode,restaurantName,restaurantRating,openingTime,closingTime,restaurantAddress,latitude,longitude,restaurantImage,city
i100,100,i,Fri'soO,4.1/5 Stars,12:00 PM, 11:59 pm,"RAS ARCADE, STREET NUM 124, G-13/4 ISLAMABAD, 44000 Islamabad",33.6475845,72.9670507,https://images.deliveryhero.io/image/fd-pk/LH/taaf-hero.jpg,Islamabad
i101,101,i,Sarang Sindhi Cuisine,4.2/5 Stars,12:00 PM, 11:59 pm,"Basement Fazal Arcade, Near Shaheen Chemist, F 11, Markaz, Islamabad, 75400 Islamabad",33.6834259,72.98873901,https://images.deliveryhero.io/image/fd-pk/LH/s8fi-hero.jpg,Islamabad
i102,102,i,Bannu Gull Restaurant,4.2/5 Stars,9:00 AM, 11:45 pm,"shop number 5,Al anayat palaza,G-11 markaz islamabad., 44000 Islamabad",33.668013,72.997302,https://images.deliveryhero.io/image/fd-pk/LH/t7oh-hero.jpg,Islamabad
i103,103,i,Arabian's Chef Restaurant,4.1/5 Stars,1:00 PM, 11:59 pm,"Service Road, E-11/4, near Marquees, Islamabad, 44000 Islamabad",33.6956122,72.9892005,https://images.deliveryhero.io/image/fd-pk/LH/j2od-hero.jpg,Islamabad
i104,104,i,Buland Place,3.9/5 Stars,11:30 AM, 11:59 pm,"Shop no. 3, Ground Floor, Black Lounge Plaza,MPCHS, E-11/3 Markaz, 44000 Islamabad",33.7038423,72.9793896,https://images.deliveryhero.io/image/fd-pk/LH/j4o8-hero.jpg,Islamabad
i105,105,i,Dil Se Desi,4.2/5 Stars,12:00 PM, 11:45 pm,"Riwayat restaurant Al hameed shopping mall Near D Watson G-11 markaz islamabad, 44000 Islamabad",33.669923,72.999492,https://images.deliveryhero.io/image/fd-pk/LH/w7xp-hero.jpg,Islamabad
i108,108,i,Mom's Kitchen,4.5/5 Stars,10:00 AM, 3:00 pm,"Alharam apartments, Flate D2, 4th Floor , Street 26-A, E11/4, 44000 Islamabad",33.6972112,72.97983506,https://images.deliveryhero.io/image/fd-pk/LH/n1sb-hero.jpg,Islamabad
i110,110,i,Farzana's Kitchen,4.1/5 Stars,10:00 AM, 10:00 pm,"E - 114,Street 15, Zahid market, Next to Abdul wahod karyana store., 44000 Islamabad",33.6968923,72.97917725,https://images.deliveryhero.io/image/fd-pk/LH/zu0m-hero.jpg,Islamabad
i111,111,i,Wassi Kitchen,4.2/5 Stars,10:00 AM, 10:00 pm,"E-11/4, street#15, Zahid market, Near Mosque loharawali , Islamabad, 44000 Islamabad",33.6968938,72.97910485,https://images.deliveryhero.io/image/fd-pk/LH/kuin-hero.jpg,Islamabad
i113,113,i,Bon AppÃ©tit,4.7/5 Stars,1:00 PM, 7:45 pm,"house # 343 street 166 g11/1 NEAR Masjid Abu Sufyan, Islamabad, 44000 Islamabad",33.6655402,72.9987589,https://images.deliveryhero.io/image/fd-pk/LH/x8nh-hero.jpg,Islamabad
i114,114,i,K's Cremerie,4.4/5 Stars,12:00 PM, 11:59 pm,"Shop no. 7, Plot 27, near Nocciola, Liberty Square, F-11 Markaz Islamabad, 44000 Islamabad",33.684155,72.986322,https://images.deliveryhero.io/image/fd-pk/LH/v8zz-hero.jpg,Islamabad
i115,115,i,Biryani Adda,4.1/5 Stars,12:00 PM, 11:59 pm,"Shop # 3 St # 14 Tariq Market F10/2 Islamabad, 44000 Islamabad",33.6909488,72.9978603,https://images.deliveryhero.io/image/fd-pk/LH/w0by-hero.jpg,Islamabad
i116,116,i,Margalla Desi Aroma,4.4/5 Stars,10:30 AM, 11:59 pm,"Shop no 9 2nd floor capital  compound golrha islamabad ., 44000 Islamabad",33.691446,72.9789628,https://images.deliveryhero.io/image/fd-pk/LH/xoh1-hero.jpg,Islamabad
i118,118,i,American Express Pizza,4.1/5 Stars,12:00 PM, 11:59 pm,"California EXPRESS PIZZA, NEAR Soneri BANK LIBERTY MARKET F-11, 44000 Islamabad",33.6842805,72.9864325,https://images.deliveryhero.io/image/fd-pk/LH/b8lh-hero.jpg,Islamabad
i119,119,i,Lahori Chaska Ziaqa Restaurant & Biryani Center,4/5 Stars,10:00 AM, 11:59 pm,"Shop no, 1-2, Plaza no. 15, near Tooba Masjid,, E-11/3 Markaz, 44000 Islamabad",33.704087,72.979287,https://images.deliveryhero.io/image/fd-pk/LH/p6sb-hero.jpg,Islamabad
i120,120,i,Smokin Joeâ€™s Pizza - E 11,3.9/5 Stars,12:00 PM, 11:59 pm,"Madina arcade ground floor e-11 3 markaz near MCB Islamabad, 75500 Islamabad",33.703597,72.97885,https://images.deliveryhero.io/image/fd-pk/LH/s7tb-hero.jpg,Islamabad
i122,122,i,Qasim Burger Point,4.4/5 Stars,11:00 AM, 11:59 pm,"Shahnawaz plaza near ameen pharmacy g11 markaz, 44000 Islamabad",33.66917277,72.9971743,https://images.deliveryhero.io/image/fd-pk/LH/n2ub-hero.jpg,Islamabad
i123,123,i,Boom Boom Hot N Spicy E-11,4.1/5 Stars,12:00 PM, 11:59 pm,"Basment Royal Plaza, Main Double Road, E-11/2, 44000 Islamabad",33.699043,72.973637,https://images.deliveryhero.io/image/fd-pk/LH/u2qr-hero.jpg,Islamabad
i125,125,i,The Yemeni Shawarma,3.9/5 Stars,4:00 PM, 11:59 pm,"House no. 138A, Street 37, F10/1, Islamabad, 44000 Islamabad",33.687556,73.001833,https://images.deliveryhero.io/image/fd-pk/LH/v7ez-hero.jpg,Islamabad
k0,0,k,Pizza Arbish,4.4/5 Stars,3:30 PM, 11:59 pm,"3-1, Sector 51 5c1 North Karachi, Bara Market., 71500 Karachi",24.98934706,67.05781807,https://images.deliveryhero.io/image/fd-pk/LH/vj7o-hero.jpg,Karachi
k3,3,k,Xoro's Burgers & Pizza,4.1/5 Stars,6:00 PM, 11:59 pm,"Shop 28 Sec 14/A Orangi Town Akbar Chok Near Bashani Sweet, Karachi, 75800 Karachi",24.95646355,66.9960261,https://images.deliveryhero.io/image/fd-pk/LH/gv77-hero.jpg,Karachi
k5,5,k,Ehsaan foods,3.6/5 Stars,10:00 AM, 11:59 pm,"house no 19/5 sector 5E, north karachi, 75290 Karachi",24.9876404,67.0705763,https://images.deliveryhero.io/image/fd-pk/LH/beb7-hero.jpg,Karachi
k7,7,k,Aiza & Ayan kitchen,4.2/5 Stars,8:00 AM, 9:00 pm,"Jama masjid Muhammad sector7-A bilal colony near ajmair nagri pso petrol pump, 72400 Karachi",24.9831107,67.0515467,https://images.deliveryhero.io/image/fd-pk/LH/ubn3-hero.jpg,Karachi
k11,11,k,MR CONE BIRYANI (Surjani Town),3/5 Stars,12:00 PM, 11:59 pm,"Surjani Town KDA Flat d 53 Karachi, 75850 Karachi",25.0190669,67.0632373,https://images.deliveryhero.io/image/fd-pk/LH/ktqu-hero.jpg,Karachi
k13,13,k,Chai Samosa,4.4/5 Stars,2:00 PM, 11:59 pm,"R -97 sector 10 north karachi, 75850 Karachi",24.96792855,67.0557599,https://images.deliveryhero.io/image/fd-pk/LH/w9yj-hero.jpg,Karachi
k15,15,k,Burger Bar,3.1/5 Stars,6:30 PM, 11:59 pm,"Sector 11 C 1 North Karachi Twp, Karachi, Karachi City, Sindh, 00000 Karachi",24.9719972,67.0648538,https://images.deliveryhero.io/image/fd-pk/LH/e5t8-hero.jpg,Karachi
k17,17,k,Manpasand Bakers,4.2/5 Stars,9:00 AM, 11:59 pm,"Manpasand Bakers, plot # 461, sector 8, near baradari stop furqania masjid, North Karachi., 75850 Karachi",24.9794484,67.0554642,https://images.deliveryhero.io/image/fd-pk/LH/gh8v-hero.jpg,Karachi
k19,19,k,Mukhtarya Famous Behari Kabab,3.5/5 Stars,1:00 PM, 6:59 pm,"Shop#40 sector 15 A orangi town main bangla bazar, Karachi, 75800 Karachi",24.95300071,66.99940458,https://images.deliveryhero.io/image/fd-pk/LH/d6to-hero.jpg,Karachi
k21,21,k,Biryani corner and pakwan centre,3.4/5 Stars,4:00 PM, 4:15 pm,"Shop#2 Yasmeen heights power house chowrangi , near K-electric office  , North Karachi, 75850 Karachi",24.9857682,67.0617867,https://images.deliveryhero.io/image/fd-pk/LH/y4ov-hero.jpg,Karachi
k23,23,k,Herky Fast Food,4.3/5 Stars,3:00 PM, 3:15 pm,"Shop#A/576 sector 11-b north karachi, 75850 Karachi",24.9721004,67.0572075,https://images.deliveryhero.io/image/fd-pk/LH/w7ti-hero.jpg,Karachi
k25,25,k,Sheikhchllies Fast Food Pizza & Pizza Fries,3/5 Stars,5:00 PM, 11:59 pm,"Rihab arcade sector 5 j new Karachi, 75850 Karachi",25.0001692,67.0723656,https://images.deliveryhero.io/image/fd-pk/LH/vbdj-hero.jpg,Karachi
k27,27,k,Pizza Choice,3.4/5 Stars,5:00 PM, 11:59 pm,"Shop no 1  imam barga karwan.e.hyderi sector 11-D new karachi near Sunday car bazar, 75850 Karachi",24.9841875,67.0750625,https://images.deliveryhero.io/image/fd-pk/LH/xee1-hero.jpg,Karachi
k29,29,k,Royal Bistro,3.9/5 Stars,6:00 PM, 11:59 pm,"Shop G13 KDA Flat Shadmaan #2, North Nazimabad Town, Karachi, 74600 Karachi",25.0026875,67.0548125,https://images.deliveryhero.io/image/fd-pk/LH/w7tr-hero.jpg,Karachi
k30,30,k,Islam Food Centre,3.9/5 Stars,4:00 PM, 11:59 pm,"St 14 North Karachi Sector 10, Al Rauf Corners., 75950 Karachi",24.9652262,67.0562766,https://images.deliveryhero.io/image/fd-pk/LH/u7gj-hero.jpg,Karachi
k31,31,k,SANA BBQ AND FAST FOOD,3.6/5 Stars,8:00 PM, 11:59 pm,"Shop no 16 ST.13 Sector 5.c.2 Bilal town north karachi, 75850 Karachi",24.9895625,67.0616875,https://images.deliveryhero.io/image/fd-pk/LH/mnl0-hero.jpg,Karachi
k32,32,k,Chef Bilal Pakwan Centre,4/5 Stars,1:00 PM, 4:00 pm,"Sector 5 B 3 New Karachi Town, Karachi, Karachi City, Sindh, 75850 Karachi",24.9934275,67.0572712,https://images.deliveryhero.io/image/fd-pk/LH/azte-hero.jpg,Karachi
k33,33,k,Burger 99,3.9/5 Stars,4:15 PM, 11:59 pm,"R-713 sector 9 North Karachi, 74600 Karachi",24.9727491,67.0544091,https://images.deliveryhero.io/image/fd-pk/LH/v3tt-hero.jpg,Karachi
k34,34,k,AL MAKKAH FAST FOOD,3.8/5 Stars,7:00 PM, 11:59 pm,"Shop no B 2/3 BAITUL ANUM apartment sec 5k North karachi, 75850 Karachi",24.99077983,67.06587737,https://images.deliveryhero.io/image/fd-pk/LH/wepc-hero.jpg,Karachi
k35,35,k,WRSA Food Point,3.7/5 Stars,9:00 AM, 9:00 pm,"House #A-474 Is sector 14B Shadman town 2 North Nazimabad Karachi Near Shadman masjid Opposite  oxford school, 75850 Karachi",24.96288785,67.05803227,https://images.deliveryhero.io/image/fd-pk/LH/wrei-hero.jpg,Karachi
l0,0,l,Cray Wings,4.3/5 Stars,12:00 PM, 11:00 pm,"28/A, Block S, Gulberg 2, 54000 Lahore",31.5203039,74.3574346,https://images.deliveryhero.io/image/fd-pk/LH/ocn7-hero.jpg,Lahore
l1,1,l,Junoon Restaurant - Gulberg,3/5 Stars,12:00 PM, 11:59 pm,"Plot-1, Block C1 C-1 Gulberg III, Lahore, 54000 Lahore",31.5171831,74.3511044,https://images.deliveryhero.io/image/fd-pk/LH/wfte-hero.jpg,Lahore
l2,2,l,Wrap Kitchen,4.4/5 Stars,9:00 AM, 11:59 pm,"House no. E-60/5 (2nd floor) Street no. 2, Shaheen Colony, walton road, Lahore Cantt., 54782 Lahore",31.4873889,74.3635278,https://images.deliveryhero.io/image/fd-pk/LH/xbfh-hero.jpg,Lahore
l3,3,l,Mommy's kitchen,4.1/5 Stars,11:00 AM, 11:59 pm,"Shaeen Colony nashter street Lahore Cantt Munawwar general store., 54000 Lahore",31.4883066,74.36514155,https://images.deliveryhero.io/image/fd-pk/LH/c6yr-hero.jpg,Lahore
l4,4,l,Capri Food Point,4/5 Stars,10:30 AM, 3:00 pm,"House No. E-73/2, Street No. 1, Gulbahar Colony Lahore Cantt, 35461 Lahore",31.4975833,74.3597778,https://images.deliveryhero.io/image/fd-pk/LH/ahph-hero.jpg,Lahore
l5,5,l,Kabbabish,3.9/5 Stars,9:00 AM, 11:59 pm,"E 9A Ali view park near bedian road Lahore cantt, 54000 Lahore",31.495603,74.39994505,https://images.deliveryhero.io/image/fd-pk/LH/r2vt-hero.jpg,Lahore
l6,6,l,Second Scoop,3.6/5 Stars,2:00 PM, 11:30 pm,"Street 12, Iqbal Park, Lahore, 54000 Lahore",31.486916,74.381139,https://images.deliveryhero.io/image/fd-pk/LH/w3zo-hero.jpg,Lahore
l7,7,l,Ahmad Dahi Bhalla & Fast Food,4/5 Stars,2:00 PM, 11:59 pm,"Link Tufail Road, RA Bazaar, near Pakistan Post RA Bazaar, R A Bazaar Cantt, Lahore, 54000 Lahore",31.50523541,74.38243992,https://images.deliveryhero.io/image/fd-pk/LH/k1rv-hero.jpg,Lahore
l8,8,l,Farzanas Kitchenette,3.9/5 Stars,2:00 PM, 11:59 pm,"House no 1393 street no 16 Makkah colony Gulberg 3 lahore.near games point, 54000 Lahore",31.49516045,74.35646835,https://images.deliveryhero.io/image/fd-pk/LH/r0kt-hero.jpg,Lahore
l9,9,l,Tasty Yakhni Pulao & Koozi Haleem,3.9/5 Stars,9:00 AM, 11:00 pm,"3 Gulberg Rd, Millat Colony, Lahore, Punjab, 54000 Lahore",31.5276744,74.3600144,https://images.deliveryhero.io/image/fd-pk/LH/nshv-hero.jpg,Lahore
l10,10,l,FOODERA,3.5/5 Stars,4:00 PM, 11:59 pm,"Street Number 10, Akram Park Block A 2 Gulberg III, Lahore, Punjab 54000, 54000 Lahore",31.5125494,74.356375,https://images.deliveryhero.io/image/fd-pk/LH/rb0e-hero.jpg,Lahore
l11,11,l,Pepe's Piri Piri - F-6,4.2/5 Stars,12:00 PM, 11:59 pm,"Shop 8B, super market, F-6 Markaz F 6 Markaz F-6, Islamabad, 44000 Islamabad",33.7299347,73.0778035,https://images.deliveryhero.io/image/fd-pk/LH/e3yl-hero.jpg,Lahore
l12,12,l,Biryani Jaani,3.8/5 Stars,12:00 PM, 11:30 pm,"Address: 28/A, Block S, Gulberg 2, Lahore, 54000 Lahore",31.5203039,74.3574346,https://images.deliveryhero.io/image/fd-pk/LH/vrq0-hero.jpg,Lahore
l13,13,l,Tasty Takes,4.1/5 Stars,12:00 PM, 10:00 pm,"Liberty Market Gulberg III, Lahore, Punjab, 54000 Lahore",31.5105672,74.346008,https://images.deliveryhero.io/image/fd-pk/LH/q0ed-hero.jpg,Lahore
l14,14,l,AL-AHMED DAHI BHALAY,3.7/5 Stars,12:00 PM, 11:59 pm,"Street Number 7, Zaman Colony, Lahore, Punjab, 54000 Lahore",31.49510379,74.36971218,https://images.deliveryhero.io/image/fd-pk/LH/zndj-hero.jpg,Lahore
l15,15,l,Potato Fatato,3/5 Stars,5:30 PM, 11:59 pm,"Outside Best Buy Store, Cavalry Ground, 54000 Lahore",31.49910215,74.3670658,https://images.deliveryhero.io/image/fd-pk/LH/silg-hero.jpg,Lahore
l16,16,l,Lasani Tikka,4.3/5 Stars,6:00 PM, 11:59 pm,"Shop No 62-A2 Rizwan Masjid Gala Market Gulberg 3, 54000 Lahore",31.512379,74.354772,https://images.deliveryhero.io/image/fd-pk/LH/v1zk-hero.jpg,Lahore
l17,17,l,Hafiz BBQ & Biryani,4.1/5 Stars,6:00 PM, 11:59 pm,"ghous e azam bazar gulberg 2, 54000 Lahore",31.5276569,74.3599941,https://images.deliveryhero.io/image/fd-pk/LH/i7zr-hero.jpg,Lahore
l18,18,l,Royal Kitchen,4.2/5 Stars,10:00 AM, 11:59 pm,"house # E154 oblick # 7A steer #07 Yasrab Colony bank stop Walton Road Lahore Cantt, 54000 Lahore",31.48781135,74.3694234,https://images.deliveryhero.io/image/fd-pk/LH/vrdx-hero.jpg,Lahore
l19,19,l,Food Land,3.5/5 Stars,7:00 PM, 11:59 pm,"Walton Road Near Defence Mor Madina Milk shop, 54000 Lahore",31.493927,74.372824,https://images.deliveryhero.io/image/fd-pk/LH/n2rm-hero.jpg,Lahore
r1,1,r,Da Sizzling Bites,4.1/5 Stars,12:00 PM, 11:00 pm,"Tulsa Rd, Lalazar, 46000 Rawalpindi",33.5674368,73.0511251,https://images.deliveryhero.io/image/fd-pk/LH/bsjw-hero.jpg,Rawalpindi
r2,2,r,Haleem House and Karachi Biryani,3.8/5 Stars,11:45 AM, 11:30 pm,"Main commercial market opposite of Hot & Spicy Restaurant ChaklalaØŒ Chaklala Scheme 3 Chaklala Housing Scheme 3, Rawalpindi, Punjab 46000, Pakistan, 46000 Rawalpindi",33.5850307,73.0899903,https://images.deliveryhero.io/image/fd-pk/LH/idj9-hero.jpg,Rawalpindi
r3,3,r,SMACK 21 PIZZA,4/5 Stars,10:00 AM, 11:59 pm,"Shop No 6, First floor, Panorama Center, Lalkurti, 46000 Rawalpindi",33.5817404,73.0600664,https://images.deliveryhero.io/image/fd-pk/LH/z6je-hero.jpg,Rawalpindi
r4,4,r,Mexican Chinese Corner,3.7/5 Stars,1:00 PM, 11:59 pm,"Bilal Mughal plaza Range Road near Nawaz lane Rawalpindi, 46000 Rawalpindi",33.5983137,73.0173072,https://images.deliveryhero.io/image/fd-pk/LH/d2as-hero.jpg,Rawalpindi
r6,6,r,Wania's Cuisine,4.3/5 Stars,9:00 AM, 11:59 pm,"HOUSE#284, ST 25, BLOCK D PWD, 46000 Rawalpindi",33.6138371,73.0084266,https://images.deliveryhero.io/image/fd-pk/LH/se4d-hero.jpg,Rawalpindi
r7,7,r,BBQ King & Refreshments,3.6/5 Stars,11:00 AM, 11:59 pm,"BBQ King and Refreshments, 60-A, Bank Road, Saddar, 46000 Rawalpindi",33.59474475,73.05404055,https://images.deliveryhero.io/image/fd-pk/LH/nqw1-hero.jpg,Rawalpindi
r8,8,r,Italian Pizza - Askari XI,3.9/5 Stars,12:15 PM, 11:59 pm,"Log Welfare, Askari 11, Near Qasim Market,Rawalpindi, 46000 Rawalpindi",33.5978471,73.02960783,https://images.deliveryhero.io/image/fd-pk/LH/z9tr-hero.jpg,Rawalpindi
r9,9,r,AJ's (The Premium Cuisine) - Jinnah Park,3.8/5 Stars,12:00 PM, 11:59 pm,"Jinnah Park, Near Kacheri, Rawalpindi, 46000 Rawalpindi",33.586027,73.073613,https://images.deliveryhero.io/image/fd-pk/LH/nhqb-hero.jpg,Rawalpindi
r10,10,r,Aapi's Kitchen,1/5 Stars,1:00 PM, 11:59 pm,"house# 1291/1, street #. 15, Abbas street, ShalleyValley, Rawalpindi, 46000 Rawalpindi",33.5947192,73.0135695,https://images.deliveryhero.io/image/fd-pk/LH/thjr-hero.jpg,Rawalpindi
r11,11,r,Fatima's Kitchen,4.2/5 Stars,10:00 AM, 11:59 pm,"House No CB-1265 Fawaz Lane, Al Farooq Street, Shalley Valley Saddar Rawalpindi, 44000 Rawalpindi",33.594718,73.015266,https://images.deliveryhero.io/image/fd-pk/LH/w0ya-hero.jpg,Rawalpindi
r12,12,r,JIK JIK CHINESE RESTAURANT,4/5 Stars,12:00 PM, 11:59 pm,"342 B, Block A Police Foundation,  Opp shafi hospital main pwd road , islamabad, 44000 Islamabad",33.565682,73.129955,https://images.deliveryhero.io/image/fd-pk/LH/g0nr-hero.jpg,Rawalpindi
r13,13,r,Heartee's Fast Food,3.9/5 Stars,10:00 AM, 11:59 pm,"Heartees Fast Food, AFIC Hospital, Mall Road, Saddar, Rawalpindi, 46000 Rawalpindi",33.5964536,73.045342,https://images.deliveryhero.io/image/fd-pk/LH/v8ei-hero.jpg,Rawalpindi
r14,14,r,SAS Nutritional Food Services,3.6/5 Stars,10:15 AM, 10:45 pm,"4th Floor, Hearts International Hospital, Opposite Pearl Continental Hotel, Saddar, Rawalpindi, 46000 Rawalpindi",33.5894693,73.0592911,https://images.deliveryhero.io/image/fd-pk/LH/nyxk-hero.jpg,Rawalpindi
r15,15,r,7 Spices Restaurant & Takeaway,3.1/5 Stars,10:00 AM, 10:00 pm,"34-A, Al-amin Plaza,Opp Military Hospital ,The Mall Saddar Rawalpindi, 46000 Rawalpindi",33.59691,73.04681,https://images.deliveryhero.io/image/fd-pk/LH/u2zw-hero.jpg,Rawalpindi
r17,17,r,GYRO,3.6/5 Stars,7:00 PM, 11:30 pm,"GYRO, Westridge Shopping Complex, Westridge 1, Unit #06 /Street 5, Westridge 1, Rawalpindi, Punjab 46000, 46000 Rawalpindi",33.6111592,73.0231711,https://images.deliveryhero.io/image/fd-pk/LH/r3fm-hero.jpg,Rawalpindi
r19,19,r,Syed's Kitchen,3.4/5 Stars,9:00 AM, 11:59 pm,"House Of Syed Mustafa Ali, Millat Abad, Dhoke Banaras,Near Hira School, Rawalpindi, 44000 Rawalpindi",33.5931977,73.016685,https://images.deliveryhero.io/image/fd-pk/LH/jw15-hero.jpg,Rawalpindi
r20,20,r,Bismillah Cream Fruit chat,3.4/5 Stars,3:00 PM, 11:00 pm,"Mohalla Raja Sultan,  Mohalla Raja Sultan Shop #1 opposite Kashmir milk shop Mohalla raja sultan rawalpindi, 00000 Rawalpindi",33.63359265,73.05929396,https://images.deliveryhero.io/image/fd-pk/LH/f101-hero.jpg,Rawalpindi
r21,21,r,Codessa,3.7/5 Stars,12:15 PM, 10:45 pm,"Westridge Shopping Complex ,Near CSD, 46000 Rawalpindi",33.610888,73.023794,https://images.deliveryhero.io/image/fd-pk/LH/u5dz-hero.jpg,Rawalpindi
r22,22,r,Amna's Kitchen,3.5/5 Stars,12:00 PM, 11:00 pm,"H# 953, St# 7 Azizabad Abid Majeed Road Rawalpindi Cantt, near tehkhana masjid, 46000 Rawalpindi",33.5844848,73.0297891,https://images.deliveryhero.io/image/fd-pk/LH/eg9h-hero.jpg,Rawalpindi
r23,23,r,KITCHEN POINT,4.2/5 Stars,10:45 AM, 11:59 pm,"P-1566-C,  Asghar Mall Scheme, Near Allah wali Market, Rawalpindi, 46000 Rawalpindi",33.6313688,73.0660412,https://images.deliveryhero.io/image/fd-pk/LH/xe5m-hero.jpg,Rawalpindi
r24,24,r,Maa G Restaurant,3.6/5 Stars,10:00 AM, 11:00 pm,"House No#297 Lane No#5 Near Umer Farooq Masjid Peshawar Road Rawalpindi, 46000 Rawalpindi",33.600425,73.014655,https://images.deliveryhero.io/image/fd-pk/LH/u7sn-hero.jpg,Rawalpindi
r25,25,r,Gujranwala Food Point,3.8/5 Stars,9:00 AM, 3:00 pm,"Holy Family Road Muhalla Raja Sultan Gujranwala Food Point in front of Kashmir Milk Shop, Rawalpindi, 46000 Rawalpindi",33.63364275,73.05926595,https://images.deliveryhero.io/image/fd-pk/LH/nqqh-hero.jpg,Rawalpindi
r26,26,r,Eat Time,4.1/5 Stars,10:15 AM, 11:59 pm,"Plot 14B/10, Near Good Luck Bakery, Mohalla Angat Pura, Asghar Mall, Rawalpindi, 46000 Rawalpindi",33.6276617,73.0602981,https://images.deliveryhero.io/image/fd-pk/LH/d9sd-hero.jpg,Rawalpindi
r27,27,r,Lahori Refreshment & Fast Food,3.5/5 Stars,10:30 AM, 11:59 pm,"Main Bank Road Opp.National Bank Saddar Rawalpindi, 46000 Rawalpindi",33.596773,73.050894,https://images.deliveryhero.io/image/fd-pk/LH/u4lk-hero.jpg,Rawalpindi
r28,28,r,Mr. Jolly,3.9/5 Stars,3:00 PM, 11:00 pm,"House no 9, St no 6A, Hill view lane, Adiala road, Rawalpindi, 44000 Rawalpindi",33.5472786,73.058771,https://images.deliveryhero.io/image/fd-pk/LH/x0zj-hero.jpg,Rawalpindi
r29,29,r,The House of Pastas,4/5 Stars,12:30 PM, 10:00 pm,"House no. 245/c R.A Bazaar  F.G Boys School R.A Bazzar Saddar Rawalpindi, 44000 Rawalpindi",33.58926895,73.04426776,https://images.deliveryhero.io/image/fd-pk/LH/a1kz-hero.jpg,Rawalpindi
r30,30,r,Pizza Crunch,4/5 Stars,12:30 PM, 11:59 pm,"Shop # G1 , Ittehad Plaza, Range Road, Rawalpindi, 46000 Rawalpindi",33.6005726,73.0081332,https://images.deliveryhero.io/image/fd-pk/LH/xybi-hero.jpg,Rawalpindi
r34,34,r,Frenzos Broast,4.2/5 Stars,6:15 PM, 11:00 pm,"Shop #1 Jan Plaza Aibak road near silk bank westridge Rawalpindi cantt, 46000 Rawalpindi",33.6091111,73.0220556,https://images.deliveryhero.io/image/fd-pk/LH/x5vv-hero.jpg,Rawalpindi
r35,35,r,Biryani Master - Saddar,4.1/5 Stars,3:00 PM, 3:15 pm,"Haider Rd, 54-G, Near GPO, Saddar, Rawalpindi, 46000 Rawalpindi",33.59511705,73.05185883,https://images.deliveryhero.io/image/fd-pk/LH/rn3e-hero.jpg,Rawalpindi
r36,36,r,International Pizza - Qasim Market,4/5 Stars,12:15 PM, 11:59 pm,"Log Welfare, Askari 11, Near Qasim Market,Rawalpindi, 46000 Rawalpindi",33.5990235,73.0488316,https://images.deliveryhero.io/image/fd-pk/LH/j0mn-hero.jpg,Rawalpindi
r37,37,r,UK Burgers,3.8/5 Stars,2:15 PM, 11:59 pm,"DHOKE ELAHI BAKSH GRAVEYARD,  Dhoke Elahi Baksh Graveyard Shop3 Umer rd,Hassan market dhoke ilahe baksh(al khizria floor mill), 44000 Rawalpindi",33.6107663,73.0669892,https://images.deliveryhero.io/image/fd-pk/LH/hzr1-hero.jpg,Rawalpindi
r39,39,r,City Murgh Pulao,3.7/5 Stars,12:00 PM, 11:00 pm,"Main Baraf Khana Chowk, Misrial Road, 46000 Rawalpindi",33.5834914,73.0169093,https://images.deliveryhero.io/image/fd-pk/LH/mxzs-hero.jpg,Rawalpindi
r40,40,r,Desi Kitchen Wilayti Foods,3.5/5 Stars,12:00 PM, 11:59 pm,"House no78 street no3 race course road rawalpindi, 46000 Rawalpindi",33.606285,73.028321,https://images.deliveryhero.io/image/fd-pk/LH/w0jy-hero.jpg,Rawalpindi
r41,41,r,Banni foodies,4.2/5 Stars,6:00 PM, 11:59 pm,"BANNI MOBILE & CDS MARKET, Saidpur Road Banni Mobile & Cds Market mirza plaza, opp chingchi stop poultry market banni saidpur road, 44000 Rawalpindi",33.6222127,73.0619996,https://images.deliveryhero.io/image/fd-pk/LH/o4jm-hero.jpg,Rawalpindi
r42,42,r,HU PIZZERIA,3.7/5 Stars,10:00 AM, 11:59 pm,"Main Masrial Road, Ali Shopping Mall, Opposite Mukaram Town, 46000 Rawalpindi",33.6019757,73.0024957,https://images.deliveryhero.io/image/fd-pk/LH/mq7w-hero.jpg,Rawalpindi
r43,43,r,Blue Hut,3.8/5 Stars,12:00 PM, 11:59 pm,"House no. O/1102-A, Mohallah kartarpura, rawalpind near Allah Rakha Hotel, 44000 Rawalpindi",33.62532066,73.06453152,https://images.deliveryhero.io/image/fd-pk/LH/e0at-hero.jpg,Rawalpindi
r44,44,r,Qasr-e-namkeen - Murree Road,3.9/5 Stars,2:00 PM, 11:59 pm,"I/340 Murree Rd, Waris Khan Rawalpindi, 46000 Rawalpindi",33.61599,73.06517,https://images.deliveryhero.io/image/fd-pk/LH/n4uu-hero.jpg,Rawalpindi
r45,45,r,Karachi Biryani Center,5/5 Stars,11:00 AM, 11:59 pm,"Shop No. P-1095, Asghar Mall Chowk, Rawalpindi, 46000 Rawalpindi",33.6280885,73.0620657,https://images.deliveryhero.io/image/fd-pk/LH/lbpp-hero.jpg,Rawalpindi
r46,46,r,The Tummy Ticklers,3.2/5 Stars,3:00 PM, 3:15 pm,"The Tummy Ticklers Askari 1 CHAKLALA SCHEME III Rawalpindi, 46000 Rawalpindi",33.5802417,73.0882777,https://images.deliveryhero.io/image/fd-pk/LH/hpu7-hero.jpg,Rawalpindi
