linkNumber,reviewBy,reviewRating,reviewAt,reviewDescription,city
4,Mohammad,1/5 Stars,02-09-21,Food is not good very bad taste,Lahore
4,Shahzad,2/5 Stars,29-08-21,Not gud,Lahore
4,Atif,2/5 Stars,11-08-21,Average food,Lahore
4,Hassan,1/5 Stars,04-08-21,Food taste was worst i wasted my money because there was no taste in chicken burger sauce were not food even i orders sandwiches i can make better then them worst exp,Lahore
4,Ahmer,5/5 Stars,01-08-21,"Alhamdulillah good
thanks",Lahore
5,Jawaria,5/5 Stars,17-04-21,Yes very tasty n less oily..,Lahore
5,Awais,2/5 Stars,09-03-21,I ordered pakoray but I was delivered rolls,Lahore
5,Khurram,2/5 Stars,27-02-21,"The rolls were fried in one of the dirtiest oil, they had this oil residue all over it. Not crispy at all. Same with the burger. It had frying residue. The packaging quality have reduced over the time. Badly..",Lahore
5,Tauqir,1/5 Stars,17-01-21,"Pakory kachay ther aur  fries be bohat buray  thee 
very bad experience not of quality food",Lahore
5,Major,1/5 Stars,16-01-21,"i ordered 2 items - i got just 1 
SHAME... SHAME... SHAME...

i wish i could give them MINUS 
👎👎👎👎👎👎👎",Lahore
5,Humail,1/5 Stars,13-01-21,They deliver wrong food,Lahore
5,Mian,2/5 Stars,10-01-21,Bus Guzara,Lahore
5,Major,5/5 Stars,01-01-21,i have to admit that it was a very pleasant surprise..... everything was just outstanding . . . EXCELLENT,Lahore
5,Fatima,2/5 Stars,27-12-20,Tasteless food and waste of money,Lahore
5,Khurram,5/5 Stars,26-12-20,Everything was so good. I def.. recommend this restaurant.,Lahore
5,Sarwan,3/5 Stars,13-12-20,The chicken burger was good except there was no chicken in it.,Lahore
5,Usman,1/5 Stars,11-12-20,Order was sent delivered to us,Lahore
5,Sarwan,5/5 Stars,10-12-20,Omellete and paratha are good. Recommended!!,Lahore
6,Hassan,1/5 Stars,22-08-21,Not good at all,Lahore
6,Syeda,5/5 Stars,04-06-21,great flavour! economical!,Lahore
6,Ali,1/5 Stars,12-08-20,Never use them again you guys have no scence to make ice-cream shake. Waste my 560 pkr,Lahore
7,M,5/5 Stars,22-06-21,Best milai boti brest piece ever🤩🤩🤩🤩 was soo tasty recommended best bbq n so reasonable price🥰,Lahore
7,Rehmah,5/5 Stars,02-06-21,Food was yummmmiest. Shawarma was sooooooo yummmyyyy. I wasnt expecting but taste was upto mark. Malaiboti paratha roll was so yummy i fell in love with the taste. Very reasonable yet delicious.,Lahore
7,Farhan,1/5 Stars,19-05-21,Waste of money . Scam,Lahore
7,Hisham,5/5 Stars,18-05-21,Good,Lahore
7,Dania,2/5 Stars,16-05-21,Chicken less zinger.,Lahore
7,Sahar,4/5 Stars,10-05-21,"The shawarma was delicious. The zinger burger was okay, but the fries were terrible.",Lahore
7,Hamza,5/5 Stars,08-05-21,It was very tasty and cooked good as well,Lahore
7,Muhammad,5/5 Stars,24-04-21,Amazing,Lahore
7,ihtesham,3/5 Stars,22-04-21,"Ordered malai boti, received tikka",Lahore
7,Fatima,4/5 Stars,03-04-21,I asked for no ketchup in one burger and didnt get side ketchups too,Lahore
7,ihtesham,1/5 Stars,27-03-21,I ordered 3 burgers and they sent me 2 burgers. Matter is reported to Food Panda.,Lahore
7,Usman,1/5 Stars,22-03-21,CHEAPEST FOOD I EVER ATE FROM FOODPANDA,Lahore
7,Sadaf,5/5 Stars,08-03-21,"Great food,  Great Service👍
 Little bit late bcoz Rider ka accident hogya tha phir b wo bechara order lekar pohncha
Hats off to the Rider👍👍",Lahore
7,Shawal,5/5 Stars,02-03-21,Jitny b oder kiya hn sub 2number chez bhajty han koi meyri chez nie hai khany ma b 2numberi,Lahore
7,Dua,1/5 Stars,10-02-21,Fries were missing and they were in the menu this is happening for the 3rd time,Lahore
7,Hira,4/5 Stars,26-01-21,Taste was good but meal has too much mayo and sauce.kindly prepare meal with less sauce.and fries included in the meal but rider didnt bring it.so kindly check the order carefully,Lahore
7,Azeem,3/5 Stars,01-01-21,Complete meal was not received .Fries missing.,Lahore
7,Wʌsɩɱ,5/5 Stars,27-12-20,Taste was Good,Lahore
7,Shahnaz,5/5 Stars,26-12-20,Good stuff,Lahore
7,Adeel,1/5 Stars,25-12-20,Aoa uncomplete order sent by shop owner to customer,Lahore
7,Hamza,2/5 Stars,24-12-20,There was smell in zinger but shawars were good,Lahore
7,Adeel,3/5 Stars,24-12-20,Looking not fresh very cold,Lahore
7,Dua,1/5 Stars,22-12-20,Fries were not added,Lahore
7,Nmn,3/5 Stars,16-12-20,"Partha missing ,give pita bread",Lahore
7,Ayesha,1/5 Stars,15-12-20,"I ordered double anda shami burger,  but they sent me simple shami burger.",Lahore
7,Adeel,5/5 Stars,05-12-20,"No ketchup with burger 
Also not looking fresh taste good",Lahore
7,Sikandar,1/5 Stars,04-12-20,"Worst food . Packing open krty hi , makhya khany my",Lahore
7,Umar,5/5 Stars,02-12-20,It was really delicious keep it up guys,Lahore
7,Haris,5/5 Stars,16-11-20,Very good perfwct,Lahore
7,Haris,5/5 Stars,14-11-20,Good very good,Lahore
7,anu,5/5 Stars,13-11-20,Mashallah bohot acha tha Allah bless your all.,Lahore
7,Umair,1/5 Stars,24-10-20,Worst bbq. Cold. Delayed.,Lahore
8,Faisal,5/5 Stars,11-09-21,The taste was good,Lahore
8,Muhammad,5/5 Stars,04-09-21,Superb... Keep the good work :),Lahore
8,تيمور,5/5 Stars,04-09-21,👍,Lahore
8,Imam,5/5 Stars,04-09-21,Aloo ka paratha was more then tasty 😋,Lahore
8,Atif,4/5 Stars,21-08-21,Taste of kabab was good but full of oil :( Kabab should be wrapped in tissues after removing oil. Kabab k sath chatni to free milti ha lakin i paid for Raita Rs:20 lakin phir bhi itni thori quantity ketchup k satchet jitni chatni thi :(,Lahore
8,Babar,1/5 Stars,18-08-21,She missed Two Breads and hung up the call without any apology,Lahore
8,MKH,1/5 Stars,05-08-21,Qorma was bakwaz .. 95% online food stores doing fraud. What they are showing in pics and what they send.,Lahore
8,Engr,5/5 Stars,05-08-21,Awesome 👏✊👍,Lahore
8,Carol,4/5 Stars,04-08-21,Food was low quantity with poor packaging.,Lahore
8,Sidra,1/5 Stars,01-08-21,"2 dafa order kraya, dono dafa seekh kabab ki jaga salan bhej dia. Bad experience",Lahore
8,Wajid,1/5 Stars,28-07-21,"Very bad experience. No taste and after eating start vomit and create stomach issue, please avoid such restaurant.",Lahore
8,Bilal,3/5 Stars,15-07-21,Hakeem was bad. Kabab masala was good,Lahore
8,Aqsa,2/5 Stars,26-06-21,Haleem is very bad and quantity is very low,Lahore
8,Samra,1/5 Stars,25-06-21,So so tha,Lahore
8,Rimsha,3/5 Stars,22-06-21,"Dislike your packaging , anyway food was Good.🐣❤",Lahore
8,Mohsin,1/5 Stars,22-06-21,Tasteless food with not so comfortable prices...these guys needs to work on the taste of food...NOT RECOMMENDED,Lahore
8,Muhammad,1/5 Stars,16-06-21,ITEMS WERE MISSED,Lahore
8,Farhan,3/5 Stars,15-06-21,"Qorma was not good, baasi lg rha tha",Lahore
8,Asif,5/5 Stars,10-06-21,Good Quality food,Lahore
8,Usman,3/5 Stars,08-06-21,Food quantity less,Lahore
8,Muhammadayyan,5/5 Stars,07-06-21,Good,Lahore
8,Fahad,5/5 Stars,01-06-21,"It's pretty good. Parathas are great, and daal and haleem are very homemade hygienic.",Lahore
8,Adil,1/5 Stars,27-05-21,Poor quality and taste,Lahore
8,Sadaf,2/5 Stars,24-05-21,Salan and salads are not good . Need too much improvement.,Lahore
8,ZeeshanAbbas,5/5 Stars,21-05-21,Food was really good but packaging was not up-to the mark,Lahore
8,Zahid,5/5 Stars,19-05-21,Amazing food quality and quantity too.   Loved it.,Lahore
8,Sara,1/5 Stars,07-05-21,Worst ever experience.. Freezer me rakha khana hi oven me garm kar k bhejna hy to is se better mat bhejo plz,Lahore
8,Sadaf,4/5 Stars,01-05-21,Aloo paratha was very good . Daal mash was average . Overall good,Lahore
8,Ribqa,2/5 Stars,16-04-21,Rita was not enough according to payment,Lahore
8,Sarwat,1/5 Stars,14-04-21,Tasteless n smelly food,Lahore
8,Muhammad,5/5 Stars,03-04-21,What a beautiful rotis . Very much appreciate able ❤️❤️,Lahore
8,Syed,5/5 Stars,01-04-21,Superb taste and superb quality of food,Lahore
8,Ali,5/5 Stars,31-03-21,Ghar se bahir reh kr b ghar ka khana mil jata. Love the food quality and quantity. Allah ap k rizq mein Izafa kre (Ameen),Lahore
8,Usama,4/5 Stars,27-03-21,Quantity bhu5 km thi lekin taste acha hy,Lahore
8,Javid,5/5 Stars,25-03-21,Food was in small quantity,Lahore
8,Malik,1/5 Stars,24-03-21,Bht gande hain ye log busa hoa salan bhja besharm log,Lahore
8,qazi,5/5 Stars,19-03-21,Fresh and tasty home meal,Lahore
8,Muhammad,1/5 Stars,15-03-21,The meal was not ready to serve and not as it should be.,Lahore
8,Atif,1/5 Stars,13-03-21,very bad food,Lahore
8,Mehboob,1/5 Stars,05-03-21,"Qourma full plate ki jaga just shorba full plate tha , boti ke name ek wing tha wo b pura nahi . Roti achi thi bs",Lahore
8,Ahmed,5/5 Stars,24-02-21,Great restaurant. Roti is really good,Lahore
8,Sidra,2/5 Stars,16-02-21,You guys should really work on your quantity. We ordered two packs and it was just like only one plate barely. We always preferred farzana kitchen but very disappointing.,Lahore
9,Chaudry,1/5 Stars,28-07-21,Not good quality this time,Lahore
9,Saba,1/5 Stars,28-06-21,They gave us the wrong order,Lahore
9,MAzeem,4/5 Stars,25-06-21,Packaging and a little bit quality issue.,Lahore
9,Ahmad,5/5 Stars,09-06-21,food was good but there was no shami in it but it was written in the order.,Lahore
9,Manzoor,5/5 Stars,01-06-21,Delicious qourma and chanay,Lahore
9,Faryal,5/5 Stars,20-05-21,N,Lahore
9,Maksim,1/5 Stars,17-05-21,Third class food,Lahore
9,saira,2/5 Stars,16-05-21,food was not fresh..,Lahore
9,Hassan,1/5 Stars,12-05-21,Food was tribal and tasteless poor quality over charged.  Pysa barbad .,Lahore
9,Umer,1/5 Stars,27-04-21,"Totally fraud hotel. They didn't send the roti along with chicken qorma, as mentioned in menu. Third class taste.",Lahore
10,Ayaz,2/5 Stars,26-07-21,Bekar burger aur half fried chips .... Allah bachaye insay,Lahore
10,Awais,5/5 Stars,11-07-21,"Delicious.
Good and quality food.
Reasonable price.",Lahore
11,Azam,3/5 Stars,05-09-21,Delicious flame grilled chicken! Much better than Nandos,Lahore
11,Salma,1/5 Stars,04-09-21,Chicken was badly cooked,Lahore
11,saadia,4/5 Stars,03-09-21,B,Lahore
11,Adeel,1/5 Stars,02-09-21,Rice were not cooked properly,Lahore
11,Khurram,4/5 Stars,30-08-21,Would have been 5 stat but got one dip sauce instead of the two I ordered,Lahore
11,asad,1/5 Stars,25-08-21,Worse chicken ever. Bad taste,Lahore
11,A,4/5 Stars,24-08-21,The person who cooked the food and packed it was amazing,Lahore
11,Nida,4/5 Stars,22-08-21,The chicken was so well marinated but over priced,Lahore
11,Mashaal,2/5 Stars,16-08-21,The quantity of food was reprehensible. If you are going to charge for your food this much atleast the quantity should be equivalent to that.,Lahore
11,Faizan,3/5 Stars,11-08-21,It was okay,Lahore
11,Rizwan,1/5 Stars,08-08-21,Very poor quality of salad,Lahore
11,Misskaukab,1/5 Stars,28-07-21,Ordered first time. Rice n chicken. It was stale. Threw in dustbin . Will never order again,Lahore
11,Miraal,1/5 Stars,26-07-21,"Terrible black chicken from inside..disgusting. I ordered 2 quarter chicken and they only sent two sauces with them, when i called they said ""sorry ainda nai hoga"". Chicken was all bad and tasted terrible. Absolutely disgusting.",Lahore
11,RehanHameed,5/5 Stars,24-07-21,Excellent... Very very good taste,Lahore
11,mohib,1/5 Stars,21-07-21,"Incomplete order and they never pick up the phone. Happened twice, extremely disappointed.",Lahore
11,Waleed,1/5 Stars,18-07-21,Amount was tooo less. Not Recommended,Lahore
11,A,1/5 Stars,14-07-21,Leg piece was not cooked properly. Chicken had blood inside,Lahore
11,Meekal,2/5 Stars,08-07-21,"The peri bites are always juicy and filled with chicken & cheese bites in large green peppers. 
This order had no chicken in it , hardly and cheese and stuffed in very VERY small green chillis. Even the boxes were half the size they normally serve in! You must be joking >=(
The only good thing we’re the wedges but their regular was just a small serving. Not enough for 2 people.",Lahore
11,Haris,1/5 Stars,07-07-21,Food was not up to mark.,Lahore
11,asif,1/5 Stars,03-07-21,Rice was not fresh,Lahore
11,Siraj,2/5 Stars,22-06-21,Not a great experience.  The chicken piece was way smaller than Nandos and taste was just ok. Nandos is much better.,Lahore
11,Samina,4/5 Stars,29-05-21,Good,Lahore
11,Agha,4/5 Stars,26-05-21,"It was nice, small portion size though",Lahore
11,maleeha,5/5 Stars,22-05-21,its slightly expensive,Lahore
11,umer,1/5 Stars,21-05-21,way expensive 5 spoon rice 500pkr,Lahore
11,Afnan,1/5 Stars,18-05-21,The taste was no good,Lahore
11,Aaqil,1/5 Stars,17-05-21,"Very very bad experience. Rice was expired. After eating these rice, I became sick. Its rice caused me food poisoning, vomiting and motions. Quantity of rice was very low as compared to huge price. Quality of cooking was very bad.",Lahore
11,Fahad,3/5 Stars,16-05-21,Food was tasty but late,Lahore
11,Shawaiz,4/5 Stars,10-05-21,No peri salt added even when I mentioned,Lahore
11,Sana,1/5 Stars,05-05-21,Food  was pathetic . Tasteless and old rotten,Lahore
11,Muhammad,1/5 Stars,24-04-21,I ordered rice with piri piri chicken. Taste was not so good. Quantity was too small. Rates are too high,Lahore
11,GhulamHussain,1/5 Stars,24-04-21,"Messed up our order, didn’t deliver the fries that were paid for as part of the meals.",Lahore
11,Sana,5/5 Stars,23-04-21,Fresh as always and prepared on time,Lahore
11,Nouman,1/5 Stars,17-04-21,"Terrible experience, undercooked wings, soggy fries and very cold patty without sauce in burger. Called the restaurant to complain but they were not bothered with it",Lahore
11,Syed,3/5 Stars,16-04-21,Not enough food for this price,Lahore
11,Umar,1/5 Stars,11-04-21,Chicken was raw and upon complaining to the customer service The person attending the phone shut the phone. Terrible customer service.,Lahore
11,Tasneem,3/5 Stars,11-04-21,The chicken was over cooked and slightly burnt,Lahore
11,Ahmed,5/5 Stars,05-04-21,Low quantity of food,Lahore
11,Shani,5/5 Stars,04-04-21,"Better than Nando’s😎 infant it’s better than any fast food chain out there. The quality, service and their prices are great. I’m eating their food all the time!",Lahore
11,Eeman,5/5 Stars,03-04-21,Fresh food & quick service,Lahore
12,Zain,1/5 Stars,11-09-21,"Taste was not good .patatos was half boiled ,quantity was not enough as price .it creat a really bad impact of food panda.",Lahore
12,Alizay,1/5 Stars,06-09-21,OIILY AND TASTELESS,Lahore
12,Farheen,5/5 Stars,04-09-21,"Quality 10/10
Taste 10/10
Quantity 7/10
 I had spoons and extra raita delivered. Good job",Lahore
12,bakhtawar,4/5 Stars,04-09-21,Quantity is less,Lahore
12,Hamza,5/5 Stars,31-08-21,food quality was good but no spoons were sent along.,Lahore
12,Qaiser,1/5 Stars,28-08-21,Tooooo spicy and quantity was very much less ... pathetic experience Huhhhhh..... Price itni high or quantity ak bandy ki b nah 😡😡😡😡😡,Lahore
12,Shahzad,1/5 Stars,21-08-21,Absolute trash. There’s more oil than rice. There was barely any chicken either. I read the reviews and still gave this place the benefit of the doubt but please please save your time and money and don’t bother with this pathetic excuse for biryani.,Lahore
12,Abubakar,1/5 Stars,17-08-21,"Chicken peices were not proper
Ordered with 2 chicken peices full baryani.

Need to improve",Lahore
12,Khadeeja,1/5 Stars,17-08-21,It was received stale!,Lahore
12,Miriam,1/5 Stars,12-08-21,Good,Lahore
12,Rao,1/5 Stars,10-08-21,"Very Pathetic taste, This is my first and last order",Lahore
12,Shahbaaz,4/5 Stars,07-08-21,Should be more spicy,Lahore
12,Mashhud,1/5 Stars,01-08-21,It was very bad. The biryani was not fresh. It has this smell of stale rice in it. I instantly called them and complained about the experience. Not very cooperative. The worst experience I've ever had on foodpanda. Total waste of money and food which I regret.,Lahore
12,Saba,5/5 Stars,29-07-21,Bad,Lahore
12,Shahbaaz,4/5 Stars,29-07-21,Could use a bit more spice,Lahore
12,Ahmad,1/5 Stars,29-07-21,Bht bekaar namak zada.  Or salan k sath chawal not biryani,Lahore
12,Amir,1/5 Stars,26-07-21,Worst biryani ever,Lahore
12,Farhan,1/5 Stars,20-07-21,"Quantity is Always very less as compare to other sellers. Too much late delivery
Worse service, average taste
Not recommended",Lahore
12,Munib,1/5 Stars,19-07-21,worst experience ever..very less quantity,Lahore
12,Shahbaaz,3/5 Stars,18-07-21,Why spice decreased,Lahore
12,Muhammad,5/5 Stars,15-07-21,Best,Lahore
12,Hamza,2/5 Stars,14-07-21,The food was fine and as per my request it was non spicy but i ordered extra raita but it was not delivered with it.,Lahore
12,Awaia,3/5 Stars,05-07-21,Food was not so hot as it is used to be. Raita needs improvement infact it needs to be revisited by Menu maker. Quantity was a but smaller than before.,Lahore
12,Shahbaaz,5/5 Stars,03-07-21,Best biryani in Gulberg,Lahore
12,Rabbiya,1/5 Stars,02-07-21,Not so good....😟🙄quntity is too small,Lahore
12,Ammad,3/5 Stars,01-07-21,"I asked for chest piece in Special Instructions. Got leg instead.
I asked for no Aaloo. Still got it.",Lahore
12,Abrar,2/5 Stars,23-06-21,Very less quantity wise as compared to last order. Secondly it was very oily. Taste wasn't so good.,Lahore
12,kosar,3/5 Stars,22-06-21,briyani was good but salad was not fresh it smells like rotten vegetables,Lahore
12,Amna,1/5 Stars,21-06-21,Broast was over fried and dry.. Biryani masala had slight rotten smell in it and was too spicy for the amount of rice in it.,Lahore
12,Wajeeha,5/5 Stars,21-06-21,Very spicy but delicious.,Lahore
12,syed,1/5 Stars,21-06-21,Missing items drinks were missing,Lahore
12,Muneeb,3/5 Stars,20-06-21,"Regular ka size itna chota hai k us ko small smjho, taste 10/10… but quantity bht thori ha inki",Lahore
12,Amir,3/5 Stars,17-06-21,It was to much spicy food but it's good on taste bhut quantity of food was little bit small other wise food was super,Lahore
12,Adil,3/5 Stars,14-06-21,Taste is classs and spicey yummy but quantity is less,Lahore
12,Ambreen,5/5 Stars,14-06-21,Delicious biryani,Lahore
12,Taqdees,4/5 Stars,11-06-21,Paisaon k lehaz se quantity bht thori thi,Lahore
12,Awais,2/5 Stars,11-06-21,"Biryani was really spicy and fine. But quantity of salad, raita and kheer was too low that not enough for a single person. Thankq",Lahore
12,Faryal,1/5 Stars,10-06-21,Second time where i’ve paid extra for salad and it hasn’t arrived,Lahore
12,abdullah,5/5 Stars,08-06-21,No spoon with biryani,Lahore
12,Faizan,5/5 Stars,08-06-21,"Best biryani, best taste, best quantity, best rate.10/10",Lahore
12,Sajjad,1/5 Stars,07-06-21,بریانی کم اور مصالحے کی پلیٹ زیادہ تھی۔۔ سفید بریانی اور اچاری دونوں میں ہی تباہی کی مرچیں ےھی۔ اور میری instructions پہ عمل نہیں کیا گیا اضافی چکن پیس تھائی میں مانگا تھا جناب نے سینے کا پیس دیا مرچوں سے بھرا ہوا آخر میں یہ ک اگر آپکا کبھی دل کرے مرچیں کھانے کو تو آپ یہ بریانی آرڈر کر لیں,Lahore
12,Yasin,1/5 Stars,07-06-21,They sent biryani without aloo,Lahore
12,Wajeeha,5/5 Stars,06-06-21,A bit spicy but taste was very good. Recommended,Lahore
14,darood,1/5 Stars,02-09-21,Burger were not fresh and was neither tasty. Very disopointed,Lahore
14,Junaid,1/5 Stars,26-08-21,Very very bad experience cold and old chicken used,Lahore
14,Ali,4/5 Stars,18-08-21,Need to add less spices to chana chaat.,Lahore
14,Humna,5/5 Stars,13-07-21,Excellent,Lahore
14,sania,1/5 Stars,06-07-21,Tasty,Lahore
14,Aftab,1/5 Stars,24-06-21,Very bad experience,Lahore
14,Mohammad,1/5 Stars,06-04-21,Poor food quality,Lahore
14,M.Usman,5/5 Stars,05-04-21,Great.,Lahore
15,M,1/5 Stars,15-08-21,the food was cold and soggy,Lahore
