linkNumber,reviewBy,reviewRating,reviewAt,reviewDescription,city
1,Khawar,3/5 Stars,09-05-21,Taste was good but there was no seekh kabab as mentioned in Bbq pizza..that was not good thing. Whatever you mention you should add that thing..,Rawalpindi
1,Khawar,5/5 Stars,07-05-21,Great as always.,Rawalpindi
1,Saad,5/5 Stars,05-05-21,"Very good experience 
Like pizza",Rawalpindi
1,MuhanmadSaad,1/5 Stars,05-05-21,Buy kns from market punting burger done .bekar way too expensive,Rawalpindi
1,Shahbaz,5/5 Stars,04-05-21,Very good taste and everything thing very good,Rawalpindi
1,Khawar,5/5 Stars,27-04-21,I have ordered many times from this restaurant and everytime it was amazing and Great. Taste is too good. Highly recommended to others..,Rawalpindi
1,AhmadAli,3/5 Stars,10-04-21,Simple zinger burger. I order coke but send the pepsi and no mayo with fires I specifically requested,Rawalpindi
1,Malik,1/5 Stars,03-03-21,Sizzling food was not too good,Rawalpindi
1,Juriada,5/5 Stars,08-02-21,Best taste soo far,Rawalpindi
2,Iqra,2/5 Stars,01-09-21,Ap log se jb order kro jalay howay chawal hotay aur neechay lgy howay hotay plz taza bnay howay dia krein..,Rawalpindi
2,Muhammad,5/5 Stars,30-08-21,I like taste of haleem but nan ka bjie pateeri rooti nt good.,Rawalpindi
2,Dr,2/5 Stars,24-08-21,Caused food poisoning,Rawalpindi
2,Aanis,1/5 Stars,14-08-21,Quality was really bad mention breast piece with pulao but they sent something else... Food was not fresh... Total wastage of money... I don't like it at all.,Rawalpindi
2,Raheel,1/5 Stars,14-08-21,Pathetic food and they have actually bluffed the masses with the name Haleem House. The food is not value to money so 0 out of 10.,Rawalpindi
2,sara,1/5 Stars,10-08-21,"Very bad food, Khana kha kr Dil kharab ho gya hai mera, Tasteless Biryani Haleem Aur Thandha khana tha bilkul
I had very bad experience with this restaurant for the second time",Rawalpindi
2,Muzammil,1/5 Stars,30-07-21,Bc loot te hain ajj bhi Maine briyani ke sath sprite mangwaye nai mile mujhe pure paise leye aur pichle 3 baar bhi aesa hua hai mere sath besharam log hain haram kha ke maza ata hai inhe kuton ko,Rawalpindi
2,Adeel,5/5 Stars,29-06-21,Awesome Taste,Rawalpindi
2,MrsAbdullah,3/5 Stars,23-06-21,Taste was only ok,Rawalpindi
2,Muzammil,1/5 Stars,16-06-21,Bhai na meri coldrink aye na chicken piece khud he le liya hoga piece Chuteye log scammers,Rawalpindi
2,Muzammil,2/5 Stars,10-06-21,No care about packaging,Rawalpindi
2,Muhammad,2/5 Stars,07-06-21,"Itna fazool pulaoo ajj tak main na nhin khyaa basi kbab , boiled chicken :-(",Rawalpindi
2,Komal,1/5 Stars,02-06-21,Pathetic quality pulao n kab were also stale,Rawalpindi
2,emma,3/5 Stars,03-04-21,Quantity was not upto the expectation,Rawalpindi
2,Fahad,1/5 Stars,02-04-21,Food panda is worst app there is,Rawalpindi
2,Ali,4/5 Stars,02-04-21,Chicken piece was missing,Rawalpindi
2,MAliRaza,3/5 Stars,27-03-21,A bit too salty. Taste was good,Rawalpindi
2,اشمل,1/5 Stars,14-03-21,"Rider was good but food quality was very bad ,tasteless food",Rawalpindi
2,MAliRaza,5/5 Stars,03-03-21,Good food,Rawalpindi
2,Zayad,1/5 Stars,26-02-21,Salt was more than need in the Haleem,Rawalpindi
2,MohammadMujhtaba,5/5 Stars,22-02-21,Awesome biryani,Rawalpindi
3,mohammad,1/5 Stars,13-09-21,I want my money back.The food quality and the packaging was not up to the standards.I am really disappointed.,Rawalpindi
3,Hira,5/5 Stars,13-09-21,V nice,Rawalpindi
3,mohammad,5/5 Stars,21-08-21,Very good as always.,Rawalpindi
3,Nashia,4/5 Stars,27-07-21,Received the wrong order,Rawalpindi
3,Isfahan,4/5 Stars,25-07-21,Okayish,Rawalpindi
3,Muhammad,5/5 Stars,14-07-21,Food was amazing but please remove the dust from box,Rawalpindi
3,Arshia,2/5 Stars,04-07-21,"The food was good but the rider delivered the pizza in very bad condition....it was not held in right way, so all the topping and dough was separated from each other",Rawalpindi
3,mohammad,5/5 Stars,30-06-21,Best pizza I have had in decade.,Rawalpindi
3,Saad,2/5 Stars,31-05-21,Garlic cheesebread was old and bad taste and pizza slice is good,Rawalpindi
3,Aamir,4/5 Stars,09-05-21,"Much better , fresh pizza",Rawalpindi
3,Ali,1/5 Stars,08-05-21,WRONG ORDER. asked for pepperoni and got some other flavour like chicken tikka or something,Rawalpindi
3,Fahad,3/5 Stars,08-05-21,Average,Rawalpindi
3,Shehryar,3/5 Stars,02-05-21,Almost average...not too bad not too good..,Rawalpindi
3,Salar,3/5 Stars,27-04-21,Taste 6/10,Rawalpindi
3,MAHEEN,1/5 Stars,21-04-21,"Tasty was not so good ,tasteless pizza ,Bad experience",Rawalpindi
3,Amna,1/5 Stars,18-04-21,Horrible pozza.,Rawalpindi
3,Naveed,5/5 Stars,17-04-21,Nice one,Rawalpindi
3,Umair,1/5 Stars,14-04-21,Rotten toppings with tasteless bread... totally worthless and waste of money.,Rawalpindi
3,Waqas,5/5 Stars,14-04-21,Pizza chota tha.....,Rawalpindi
3,Farhan,5/5 Stars,02-04-21,The pizza was very tasty and thick.,Rawalpindi
3,Touseef,1/5 Stars,25-03-21,Food posining ho gai khanay k baad,Rawalpindi
3,Awais,1/5 Stars,22-03-21,Taste was bat,Rawalpindi
3,IU,5/5 Stars,22-03-21,Everything was perfect apart from the fact that there were less ketchup and chilli sauce saashay provided,Rawalpindi
3,Hashir,4/5 Stars,19-03-21,"Wish there was more sauce, its good otherwise",Rawalpindi
3,Zif,1/5 Stars,16-03-21,Too spicy,Rawalpindi
3,Rafah,3/5 Stars,14-03-21,Pizza flavours weren’t nice,Rawalpindi
3,Sarah,5/5 Stars,13-03-21,Very tasty. Definitely a must try. 👍🏻,Rawalpindi
3,Maryam,5/5 Stars,13-03-21,A must try.,Rawalpindi
3,Uzair,5/5 Stars,11-03-21,"Everything Fantastic,Taste Is Awesome And Pizza Size Is Nice As Per Its Price.",Rawalpindi
3,Zirwah,1/5 Stars,10-03-21,"It was not tasty at all and felt like either expired products were used or it was old.
Low price but low quality",Rawalpindi
3,Ahmad,1/5 Stars,14-02-21,Very bad pizza taste,Rawalpindi
4,Maliha,1/5 Stars,05-09-21,I ordered Alfredo pasta and they delivered me Mac and cheese why 😡,Rawalpindi
4,Aimen,5/5 Stars,01-07-21,Very good,Rawalpindi
4,Mohsin,1/5 Stars,28-02-21,i was expecting russian salad but unfortunately it was just olives salad it was a very baad experience i will order anything from that restaurant again,Rawalpindi
4,Usamah,4/5 Stars,21-02-21,Overall a good Experience,Rawalpindi
4,Musarrat,5/5 Stars,03-01-21,Food was fresh n tasty,Rawalpindi
4,Nasir,2/5 Stars,18-12-20,They sent wrong order,Rawalpindi
4,Wajahat,1/5 Stars,06-12-20,Worst food ever,Rawalpindi
4,Moiza,2/5 Stars,25-11-20,Try to add less white pepper and make chow mein more saucy,Rawalpindi
6,Nisar,5/5 Stars,05-09-21,Food was Very delicious,Rawalpindi
6,Faizan,5/5 Stars,27-08-21,Shake was good,Rawalpindi
6,Shehbaz,5/5 Stars,26-08-21,It was delicious and I am totally satisfied.,Rawalpindi
6,Muhammad,4/5 Stars,13-08-21,Good food,Rawalpindi
6,S,5/5 Stars,12-08-21,Smokey chicken karahi and aloo bhujiya was superb,Rawalpindi
6,Faizan,5/5 Stars,08-08-21,Good.i recommend to give them a try.. food was healthy and tasty 😋,Rawalpindi
6,Khurram,5/5 Stars,27-06-21,Chicken wasn't good . Tasted kinda old . Plus no proper pieces either ..,Rawalpindi
7,Muhammad,5/5 Stars,14-09-21,Very good taste and quantity in less price than others,Rawalpindi
7,Sharjeel,1/5 Stars,31-08-21,There was a blood in piece,Rawalpindi
7,Saad,1/5 Stars,08-08-21,"The cream in Chaat was expired and it tasted very bitter
 The naan were cold and the malai boti was under cooked and way too spicy",Rawalpindi
7,Hadiqa,5/5 Stars,07-08-21,Taste was good,Rawalpindi
7,Husnain,5/5 Stars,30-07-21,"Good food, keep it up ✌🏻",Rawalpindi
7,Muhammad,1/5 Stars,28-07-21,Highly disappointed with the quality & quantity,Rawalpindi
7,Husnain,5/5 Stars,27-07-21,It was my first ordering from there and I had low expectation but the food was really good :),Rawalpindi
7,Muhammad,4/5 Stars,05-07-21,Good but quantity missing,Rawalpindi
7,Amen,4/5 Stars,04-07-21,It was yummy...,Rawalpindi
7,Abdullah,3/5 Stars,11-06-21,Nice,Rawalpindi
7,Ali,4/5 Stars,05-06-21,Shawarma was not hot it's is full of cold cheese. But taste is good.,Rawalpindi
8,Maya,5/5 Stars,12-08-21,Awesome experience ❣️❣️❤️❤️,Rawalpindi
8,Muhammad,5/5 Stars,08-08-21,Very good and tasty,Rawalpindi
8,DRSAIMA,5/5 Stars,31-07-21,Excellent,Rawalpindi
8,Hira,1/5 Stars,26-07-21,Scam,Rawalpindi
8,Hira,5/5 Stars,24-07-21,Best pizza,Rawalpindi
8,Kazmi,5/5 Stars,22-07-21,Just love it...,Rawalpindi
8,Usman,1/5 Stars,20-07-21,Food was not as order they sent small pan size pizza instead of medium pizza and 1 litre instead of 1.5,Rawalpindi
8,Andleeb,2/5 Stars,05-07-21,Very less topping,Rawalpindi
8,Sheryar,1/5 Stars,25-06-21,Pathetic  service. Order something which I got in lesser quantity. Complained but nothing happend. Not happy at all.,Rawalpindi
8,Ashba,5/5 Stars,17-06-21,Nice very good and Delicious,Rawalpindi
8,Ramsha,5/5 Stars,06-06-21,Order was so fresh . Recommend,Rawalpindi
8,Tahreem,1/5 Stars,03-06-21,Very bad pizza,Rawalpindi
8,Noor,5/5 Stars,31-05-21,Great,Rawalpindi
8,Nousheen,4/5 Stars,27-05-21,Excellent,Rawalpindi
8,Mohsin,4/5 Stars,20-05-21,It is good,Rawalpindi
8,Mrs,5/5 Stars,14-05-21,"Awesome like always 👍🏻👍🏻👍🏻👍🏻
Keep it up ....",Rawalpindi
8,Jabir,4/5 Stars,12-04-21,"I thought regular size should be 9"" but it was 7"" please do mention it in the manu for better understanding",Rawalpindi
8,Muzafar,1/5 Stars,08-04-21,Jo deal order ki te os mai regular 2x pizza with softdrink shamil ta but jab deliver howa tu 2x small piza with drink ti and italian pizza kai naam hai shop hai enki but deliver pakistan pizza kay naam sai hiwa boxes per be pakistan pizza likha ta its mean kai ye log fake hai dont buy from this pizza or any thing else.     Ye italian pizza nahi hai fake hai Pakistam pizza hai ye pata nahi kon sa new pizza shop hai mujhay tu dhoka ho gaya en sai ap sab pehlay review parh kar kuch order kareyega,Rawalpindi
8,Faheem,3/5 Stars,04-04-21,I didn't get what i ordered. Sad to see this,Rawalpindi
8,Ayesha,1/5 Stars,29-03-21,Rude rider came late and brought me coke instead of fanta.,Rawalpindi
8,Aftab,2/5 Stars,01-03-21,Average quality,Rawalpindi
8,Zahid,1/5 Stars,28-02-21,Poor service,Rawalpindi
8,Rabbia,1/5 Stars,10-01-21,they sent small pizza and charhed for regular,Rawalpindi
8,Mrs,4/5 Stars,10-12-20,Make sure to put a small holders on each pizza before packing box bcz one of my pizza cheese and material stick to the box  😭 overall v good taste ....😍,Rawalpindi
8,Irsa,1/5 Stars,09-12-20,Very bad taste pizza,Rawalpindi
8,Munazza,1/5 Stars,05-12-20,Good quality was not good,Rawalpindi
8,Marium,5/5 Stars,02-12-20,Yes ur food was awsome nd the timing of dilevery was so good 👍,Rawalpindi
8,Karamat,1/5 Stars,02-10-20,Worst pizza of all times. It was missing lots of ingredients which were listed in the menu description. Waste of money.,Rawalpindi
9,Sabrina,1/5 Stars,23-06-21,"Pathetic,  rice were so bad Nd taste was extremely  bad and I had food  poisoning after that",Rawalpindi
9,Tahir,5/5 Stars,24-05-21,The food was delicious,Rawalpindi
9,rabia,1/5 Stars,17-05-21,"No i will never recommend as the quality n quantity both were v poor.
Accordimg to items , the prices are too much.",Rawalpindi
9,Myra,4/5 Stars,01-04-21,Food is good but need little imrpovement in Alferado pasta,Rawalpindi
9,Myra,5/5 Stars,25-03-21,Hot dishes should not be place in plastic box,Rawalpindi
9,Ati,4/5 Stars,24-03-21,I asked for sprite and I was coke 🥲,Rawalpindi
9,Sonia,1/5 Stars,13-03-21,Bad food and missing items,Rawalpindi
9,Saeed,2/5 Stars,11-03-21,Food wasn’t good,Rawalpindi
9,Hanzla,4/5 Stars,23-02-21,Food was good and fresh but to expensive,Rawalpindi
9,Mahnoor,1/5 Stars,22-02-21,Pathetic you guys deliver 2 small rolls and they were tasteless and fries were less. Not going to order again pathetic,Rawalpindi
9,Sofia,1/5 Stars,17-02-21,Poor taste..,Rawalpindi
11,mansoor,5/5 Stars,04-09-21,"Keep it up , tasty alo paratha.",Rawalpindi
11,Talha,3/5 Stars,30-08-21,I have order Aloo ka paratha and it was warm but not good Because of quantity of Allo was very very much low in paratha that's why iam giving 3 stars,Rawalpindi
11,Sana,2/5 Stars,28-08-21,Bht mirchien hoti hain alo waly parathy mai kindly mirchien kam or alo zada dala karen.,Rawalpindi
11,Muhammad,4/5 Stars,14-08-21,Alo paratha was really tasty. Only issue is with packaging. that needs to be improved because food gets cold in a paper. rest was good,Rawalpindi
11,Harris,5/5 Stars,13-08-21,Perfect..delicious,Rawalpindi
11,Hanan,5/5 Stars,05-08-21,I usually orders from here .. everything is good but i dont like the taste of chicken tikka .. kindly change your tikka masala it can effect your other menu's rating . Its worst tikka masalah with bd chicken powder smell .,Rawalpindi
11,bina,1/5 Stars,04-08-21,very bad experience. i ordered fries and they delivered noodles instead of fries. If you cannot manage then why are you offering many things in your menu.,Rawalpindi
11,mahnoor,1/5 Stars,04-08-21,Products are not according to price,Rawalpindi
11,Altamush,5/5 Stars,03-08-21,Everything was good as usual. Thank you.,Rawalpindi
11,Altamush,5/5 Stars,02-08-21,Everything was really good. Thanks.,Rawalpindi
11,Altamush,5/5 Stars,31-07-21,Everything was great as usual. Although I'll request you to strain the lassi before sending it. Thank you.,Rawalpindi
11,Areeda,2/5 Stars,26-07-21,Aloos pratha was okish and fries very very salty,Rawalpindi
11,elishbah,1/5 Stars,25-07-21,"isn't satisfied with the food , wasn't expecting it to that much watery 💔, really dishearted with it , and the order was late as well ..... !",Rawalpindi
11,Ali,5/5 Stars,24-07-21,No words for freshness and taste by Fatima’s Kitchen,Rawalpindi
11,Lord,5/5 Stars,20-07-21,Food is really good quality from this restaurant specially,Rawalpindi
11,Abdul,1/5 Stars,17-07-21,0(zero) experience bekaar aalo bukhara chatni 450 rupees wasted 😠😠😠😠😠😠,Rawalpindi
11,Ibrahim,1/5 Stars,08-07-21,"Very bad experience...
Mustard paste ruined the whole burger
Also cancelled my voucher and I have to pay more",Rawalpindi
11,Tayyab,1/5 Stars,08-07-21,Very Bad waste of money. No taste.,Rawalpindi
11,Fahad,4/5 Stars,07-07-21,"Aaloo parathas were good but the packing material used to pack them was again not meeting the standard,  as the brown paper wrapped got stuck to parathas which for sure is unhygienic. 
The green chatni was again not packed properly and it flew outside in the packing bag. Packaging needs a serious review",Rawalpindi
11,shaheer,5/5 Stars,07-07-21,excellent food,Rawalpindi
11,Hassan,2/5 Stars,07-07-21,"Used to be good when they came out but the prices continue to increase and quality continues to decrease. 
Prathas are dry, hard and tasteless. Barely any aloo in alo prathas. 
The noodles are exactly the same as from the packets. They dont ANYTHING IN THEM! Just straight boil and send so i dont know why price is so high.

You have become VERY greedy and unfortunately I must recuse myself from now on. No more chances.",Rawalpindi
11,WAQAR,1/5 Stars,05-07-21,Alo waly prathy mn alo sirf naam k thy,Rawalpindi
11,SyedAli,1/5 Stars,03-07-21,Quality of paratha is suddenly reduced to LOW. LOW price item doesn't have to be LOW quality.,Rawalpindi
11,mansoor,5/5 Stars,26-06-21,"Good food ,keep trying new recipes,",Rawalpindi
11,Hareem,3/5 Stars,17-06-21,"Food was good. 
But I order green chutni but you delivered raita which was not good in taste secondly packing was not good. When I received food box of salan and dahi were without covers and half of dahi was in shopper in pathetic condition..",Rawalpindi
11,mansoor,5/5 Stars,17-06-21,"Good food ,",Rawalpindi
11,Dr.Aamna,2/5 Stars,16-06-21,"Pathetic packaging, parathas were delivered open in a shopper, very less quantity of tea for the said price, full fry egg was sent instead of half fry that was ordered, extremely small in size & with no salt or pepper! Aloo paratha was just ok, not good.",Rawalpindi
11,Samina,1/5 Stars,16-06-21,Plz use fresh masala for paratha,Rawalpindi
11,Vladmir,1/5 Stars,09-06-21,"The quantity of chips was way less & the potato used for fries were old 

It's such a pathetic experience ,I don't think no one should be allowed to do such rip offs",Rawalpindi
11,Ali,5/5 Stars,06-06-21,"First experience with homemade food. Ordered alo paratha and omelette paratha. It was good
Food  4.5 out off 5
Delivery 5 out of 5",Rawalpindi
11,mansoor,5/5 Stars,02-06-21,Good,Rawalpindi
11,zahir,2/5 Stars,31-05-21,"boht ziada (kirki ) zarraat thy 2ono paraathon me, plz apna tawwa saaf kr.lejiye hmesha kaala kaala sa parathon pr rehta hai..don't mind plz",Rawalpindi
11,Muhammad,5/5 Stars,27-05-21,Great,Rawalpindi
11,Hassan,2/5 Stars,23-05-21,Cold paratha received in last delivery,Rawalpindi
11,Faiza,1/5 Stars,22-05-21,Omelette order Kiya tha but sirf piyaz ka omelette tha aur bht thori quantity,Rawalpindi
11,mansoor,5/5 Stars,17-05-21,"Good food ,",Rawalpindi
11,mansoor,5/5 Stars,15-05-21,"Good food ,keep it up .",Rawalpindi
11,Hamza,5/5 Stars,01-05-21,Food was great and taste absolutely tasty.,Rawalpindi
11,Adil,1/5 Stars,29-04-21,"Ye meri tesri dafa tha yahan se order kiya.total fraud ha.quantity itni kum detay k 1 bunda bi bhooka reh jata.n khana kabhi fresh nai hwa.is baar 4cup tea order kiya n har cup half se bi kum nikla normal tea ki payali ma.sahi fraud ha ye.purana khana garam kar k detay n estimated time se 40 50min late kartay.this fatima kitchen shud be banned from foodpanda
Fraud fraud fraud",Rawalpindi
11,mansoor,5/5 Stars,23-04-21,Good food,Rawalpindi
11,vishal,1/5 Stars,13-04-21,So pathetic ! I will never order or refer someone to this resturant ever again ! Very dissapointing !,Rawalpindi
11,AbuZar,5/5 Stars,03-03-21,Always Good taste,Rawalpindi
11,mansoor,5/5 Stars,24-02-21,"Good cooking , keep it up , as cooking is an art .",Rawalpindi
11,Zaeem,1/5 Stars,20-02-21,Order is cold,Rawalpindi
11,Hoorain,2/5 Stars,16-02-21,Not good 😔,Rawalpindi
11,Viki,2/5 Stars,16-02-21,"Quantity was Very very less,
Disappointed",Rawalpindi
11,Usman,1/5 Stars,08-02-21,"Very pathetic food quality. Ordered 2 biryanis.. very smelly food and undercooked. Couldn't eat, had to throw whole food",Rawalpindi
12,yasir,2/5 Stars,13-09-21,Need to improve alot. Not satisfied,Rawalpindi
12,Shagufta,1/5 Stars,12-09-21,rice was good but chicken was not good,Rawalpindi
12,MissAhmad,1/5 Stars,11-09-21,Tasteless totally. N not proper making.,Rawalpindi
12,Tayyab,5/5 Stars,10-09-21,Acha tha,Rawalpindi
12,Shehzadi,2/5 Stars,10-09-21,"Spoon was missing ..
Chowmain was not up to mark ...it was hair inside drum stick...machurian was good",Rawalpindi
12,Muhammad,2/5 Stars,06-09-21,Flavour  is not good ... Shashlik is full of sugar,Rawalpindi
12,Abdul,1/5 Stars,06-09-21,Useless,Rawalpindi
12,Miraj,5/5 Stars,01-09-21,Vey good,Rawalpindi
12,Muneeba,1/5 Stars,30-08-21,"Pathetic food was delived to me, tasteless and overly priced according to the food. Very disappointed.",Rawalpindi
12,arfa,1/5 Stars,27-08-21,Food was stinking,Rawalpindi
12,Syedali,1/5 Stars,18-08-21,Pathetic food.,Rawalpindi
12,Wasi,5/5 Stars,15-08-21,Everything was perfect!,Rawalpindi
12,Muhammad,1/5 Stars,14-08-21,"Pathetic experience, found a fly in the chowmein . I can bet they have some serious hygiene  issues in their kitchen.",Rawalpindi
12,Sonia,1/5 Stars,13-08-21,"Food qulity is worse , wastage of money , no taste smelly and rotten food.",Rawalpindi
12,Gulab,1/5 Stars,12-08-21,Food quality was unsatisfactory,Rawalpindi
12,Mahpara,3/5 Stars,02-08-21,"The chowmein was good. Manchurian was completely disgusting, started feeling nausea after eating Manchurian. The egg fried rice were very dry. Was difficult to pass them from throat. The rice would have been fine if Manchurian was good.",Rawalpindi
12,Samah,1/5 Stars,02-08-21,"Worst Manchurian and shashlik I ever had I couldn't take 2nd bite. Completely waste of money. 
Highly disappointed",Rawalpindi
12,Kiran,3/5 Stars,31-07-21,"The chicken manchurian was too sweet and not tasty at all, but the special rice and chowmein were good.",Rawalpindi
12,Tauseef,5/5 Stars,29-07-21,"Best taste
Enough quantity
More importantly, order was delivered in time.
Recomended",Rawalpindi
12,Hareem,2/5 Stars,28-07-21,It was too spicy…kids couldn’t even eat it and even elders found it too much spicy,Rawalpindi
12,Fahad,1/5 Stars,27-07-21,"I have tried jik jik many times but this was my worst experience, chow mien were taste as rubber, ordered another combo of Rice and Manchurian, manchurian was missing from the ordered so had to eat the dry rice only please check the order before you send it so late...",Rawalpindi
12,Umer,1/5 Stars,26-07-21,V bad,Rawalpindi
12,Umema,5/5 Stars,26-07-21,The best chinese food,Rawalpindi
12,Hamza,4/5 Stars,21-07-21,"Jusk ok, but they pack in polythene box which is injurious to health",Rawalpindi
12,Hamza,5/5 Stars,13-07-21,All Chinese restaurants MUST include a pair of chopsticks.,Rawalpindi
12,jadoon,1/5 Stars,08-07-21,The thing that I orderd was not good and the ´MMA’s who delivered food was not good man,Rawalpindi
12,Hasan,5/5 Stars,08-07-21,Very good food,Rawalpindi
12,Saif,5/5 Stars,06-07-21,Soups were are excellent 🥰,Rawalpindi
12,Tahir,5/5 Stars,06-07-21,Amazing food up to mark,Rawalpindi
12,Imshah,5/5 Stars,06-07-21,"Rider was asking extra money when i confronted he went away. Food was delayed. More then an hour. 
Quality 10 / 10
Quantity 10/10
Taste 9/10",Rawalpindi
12,Najam,5/5 Stars,05-07-21,Food was perfect but little overpriced,Rawalpindi
12,Mominah,3/5 Stars,02-07-21,I ordered rice they delivered noodles otherwise food was good and fresh,Rawalpindi
12,Ahmad,3/5 Stars,01-07-21,"Ok food, quantity was huge",Rawalpindi
12,Mashood,5/5 Stars,01-07-21,A spoon and fog and a tomato packet should be there along with food. The excellent food on food panda. Love JikJik❤️ But jik jik ka kabi bhi dicount ni ata jaisa duaray resturents ka aata.. kindly add some diacount option to this reaturent also..,Rawalpindi
12,Mahd,3/5 Stars,19-06-21,"Chowmin was not so good 
Manchorien was bad",Rawalpindi
12,Haris,1/5 Stars,13-06-21,It was not fresh really disappointed,Rawalpindi
12,Muhammad,1/5 Stars,02-06-21,Bad,Rawalpindi
12,Nausheen,1/5 Stars,28-05-21,They messed up my order and sent the wrong item,Rawalpindi
12,Raza,5/5 Stars,20-05-21,"This restaurant is toooo good to be true! 
The serving is so much for a very cheap price. May Allah give you more success. 10/10 recommended. 💯",Rawalpindi
13,Hasnain,2/5 Stars,27-08-21,Chicken peice and burger fried peice was very small,Rawalpindi
13,Hasnain,1/5 Stars,15-08-21,"I ordered the pizza it was stuck with packaging, and it was not so hot, looks like it cooked earlier and send it to me.",Rawalpindi
13,Momin,1/5 Stars,21-06-21,The taste of fries were very poor . They tasted like fritters and were of bad quality . The Chicken in roll paratha tasted old and was not good at all.,Rawalpindi
13,Saba,5/5 Stars,10-06-21,Excellent,Rawalpindi
13,Ayesha,3/5 Stars,26-05-21,Chicken burger was not the best but just okay.,Rawalpindi
13,Osama,4/5 Stars,18-05-21,"I ordered the food at 12:15 pm and it was delivered at 1:35. According to the rider, the restaurant caused the delay in unnecessary manner. That's really disappointing",Rawalpindi
13,Haseeb,1/5 Stars,04-05-21,There was mentioned drinks with deal and they sent no drinks,Rawalpindi
13,Raheel,1/5 Stars,02-05-21,Totally change in menu,Rawalpindi
13,Imran,3/5 Stars,20-04-21,Foodpanda had the wrong address and the rider went to the wrong address,Rawalpindi
13,zeeshee,1/5 Stars,05-04-21,taste n paking was good.....,Rawalpindi
13,Sonia,4/5 Stars,30-01-21,Pathetic exerience,Rawalpindi
13,Siraj,2/5 Stars,21-11-20,"Pieces in roll were hard and tea was fallen out of cups not good capes and packed, bad",Rawalpindi
13,Naveed,1/5 Stars,02-11-20,Really disappointed.,Rawalpindi
13,Umer,4/5 Stars,18-10-20,Mayo ni thi dalni lekin dal di,Rawalpindi
13,Imran,1/5 Stars,13-09-20,Plz leave our country..,Rawalpindi
13,Umair,1/5 Stars,13-09-20,My order was not what i order . It was differ,Rawalpindi
13,Zubair,1/5 Stars,09-09-20,Received wrong order,Rawalpindi
13,Usama,1/5 Stars,13-07-20,"Pathetic packaging, the rider didn’t attend calls and delayed the order.",Rawalpindi
14,Amna,1/5 Stars,02-09-21,"Its too bad.....shami kabab m sy smell aa rhi ti yar or wo kharab ty uffff....
I order for my kid...suker hai k phly m ny check kr liay wrna agr wo kha lita to kon responsible hota????",Rawalpindi
14,Farina,1/5 Stars,20-08-21,Food was not fresh,Rawalpindi
14,Sufian,1/5 Stars,16-08-21,Very small pieces,Rawalpindi
14,Nabila,3/5 Stars,06-08-21,just Normal.,Rawalpindi
14,Areeba,1/5 Stars,29-06-21,It was good,Rawalpindi
14,sham,5/5 Stars,24-06-21,I LIOVED ITTTT!!!!,Rawalpindi
14,Yousaf,1/5 Stars,17-06-21,"Lots of salt in chicken choe meain
Unable to eat
Waste of money 😒 😐🤨
Bad experience",Rawalpindi
