linkNumber,reviewBy,reviewRating,reviewAt,reviewDescription,city
1,Muhammad,4/5 Stars,10/09/2021,The quantity of the fries was extremely low 😔,Islamabad
1,Minahil,5/5 Stars,08/09/2021,Greta,Islamabad
1,Ehtisham,1/5 Stars,04/09/2021,Tasteless,Islamabad
1,Saeed,3/5 Stars,01/09/2021,Not good,Islamabad
1,AbdulMajid,2/5 Stars,28/08/2021,Waste of Money,Islamabad
1,Shazra,5/5 Stars,24/08/2021,perfect!,Islamabad
1,Ameen,3/5 Stars,14/08/2021,"The order was mixed up. Instead of Extra Large Pizza, Large Size Pizza was delivered. The shop rectified it later. However time was wasted. Otherwise Pizza was good. The Foodpanda should explain composition of Pizza, this was missing. The special pizza was all beef.",Islamabad
1,Talha,5/5 Stars,08/08/2021,Always amazing,Islamabad
1,Ali,5/5 Stars,08/08/2021,It was really good!!,Islamabad
1,William,1/5 Stars,25/07/2021,Twice I have order yes through food panda but twice being a disaster,Islamabad
1,Sahar,3/5 Stars,24/07/2021,The pizza was a little dry,Islamabad
1,Soha,1/5 Stars,07/07/2021,It was some badddddd pizza!! Smelled uncooked and weird.,Islamabad
1,Paul,3/5 Stars,03/07/2021,I requested no meat in the salad. The “salad” arrived with little salad and lots of chicken??,Islamabad
1,Ayesha,5/5 Stars,15/05/2021,The timings and most of all riders timelines and response was excellent,Islamabad
1,Muhammad,5/5 Stars,10/05/2021,Great taste,Islamabad
1,Aimel,1/5 Stars,07/05/2021,"Pathetic , pizza was not at all fresh and had very bad taste",Islamabad
1,Saifullah,4/5 Stars,21/04/2021,"The Pizza and chicken pie were good, the sauce and the veggies were good, but the pie felt a bit rubbery.",Islamabad
1,Saba,4/5 Stars,18/04/2021,the garlic bread was plain bread and not upto the mark the buffalo bites and honey wings were very soggy,Islamabad
1,Shaheer,1/5 Stars,30/03/2021,I asked for cheese bites I didn’t get them plus the pizza was cooked so unprofessionally like the chiken onit was overcooked to the limit where it turned black tbvh the whole pizza was disgusting to have,Islamabad
1,ahmadburhan,2/5 Stars,21/03/2021,Just a pricier Tehzeeb,Islamabad
1,fatima,1/5 Stars,01/02/2021,dissatisfied...I ordered with cheese crust but it was simple and vegetables were not cooked properly,Islamabad
1,Aqsa,5/5 Stars,01/02/2021,Thumbs up 👍,Islamabad
1,Anum,4/5 Stars,12/12/2020,Fries were given instead of wedges in the deal.,Islamabad
1,Rahmeen,4/5 Stars,05/12/2020,Foodpanda is creating alot of issues,Islamabad
1,Versha,2/5 Stars,28/11/2020,Food was not cooked properly,Islamabad
1,Saqlain,1/5 Stars,21/11/2020,Over priced for an ordinary piZza,Islamabad
1,Rao,3/5 Stars,29/10/2020,food was average,Islamabad
1,Humaira,2/5 Stars,22/10/2020,Margarita pizza was tasteless and disgusting,Islamabad
1,Maleeha,3/5 Stars,22/09/2020,"Something sour, like tomato paste was added it tasted not good",Islamabad
1,muhammad,5/5 Stars,21/08/2020,Pizza was awesome! But the coffee cake was not good. The frosting was melted and the cake didnt taste good.,Islamabad
1,Muhammad,1/5 Stars,28/07/2020,My stomach got severely upset after their pizza,Islamabad
1,Muhammad,5/5 Stars,26/07/2020,Never disappoints delivers hot and fresh if you live really close,Islamabad
1,Amber,5/5 Stars,12/07/2020,Best pizza in Bahria Town! Hands down.,Islamabad
1,faraz,5/5 Stars,05/07/2020,Ordered again from this restaurant and the decision went well with all the frndz enjoying the food ;),Islamabad
1,Shamaila,1/5 Stars,20/06/2020,Pizza was uncooked smelly pizza,Islamabad
1,Mian,1/5 Stars,20/06/2020,Pathetic food,Islamabad
