linkNumber,reviewBy,reviewRating,reviewAt,reviewDescription,city
65,Fatimah,1/5 Stars,29-06-21,Worst food. Disappointed,Islamabad
65,Harris,4/5 Stars,21-06-21,"Rider actually miss behaved for not having the exactly 320 rupees
I was giving him 530
He actually called me idiot for not having exact change",Islamabad
65,Seher,5/5 Stars,16-06-21,The food was delicious n great taste highly recommend✌️✌️✌️✌️✌️,Islamabad
65,Jawad,2/5 Stars,14-06-21,Murgh chanay ka salan was old and tasted really weird. Wasn't fresh.,Islamabad
65,shafaq,5/5 Stars,14-06-21,"I ordered daal chawal .it was really tasty . although i would like the rice to be cooked slightly more.
Highly recommended .will order again",Islamabad
65,MrsBilal,5/5 Stars,08-06-21,I ordered daal chawal and it was one of the best daal chawal that I have eaten. The taste was really good. Everything was very neatly packed.,Islamabad
65,Seher,5/5 Stars,08-06-21,It was one of the best home made food in Islamabad biryani were superb taste nd very fresh always . I ordered daily ....😚 thAnx for chef,Islamabad
66,Murtaza,2/5 Stars,15-05-21,"Incomplete order was delivered. King pao had extra salt, was difficult to eat.",Islamabad
66,Mustafa,2/5 Stars,21-03-21,"Inaccurate order, second time consecutively.",Islamabad
66,Shaz,3/5 Stars,21-08-20,"Too much chillies, kids could not eat it.",Islamabad
67,Abdul,1/5 Stars,07-09-21,Zinger burger ma gosht ma hadi bekar sarvice ha aplogo ka,Islamabad
67,Inamullah,3/5 Stars,05-09-21,"Low Quality Food, Please Keep Your Standard High",Islamabad
67,Abdul,1/5 Stars,05-09-21,No catchup not a good taste,Islamabad
67,Haider,2/5 Stars,08-07-21,first time it was excellent but second time the standar was very bad,Islamabad
67,Huma,1/5 Stars,30-06-21,koi bhi order na karay itna baykar cheese paratha tha frozen paratha oil sy bhara hoa aur is qadar spicy pithatic food 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,Islamabad
67,Mah,5/5 Stars,30-06-21,"Food was so yummy 😋😋😋
I really like it ☺️
In Sha Allah I will order again",Islamabad
67,bahram,1/5 Stars,31-05-21,Had stomach pain,Islamabad
67,AbidAli,3/5 Stars,27-05-21,"You can say with the low price you get low quality food. The zinger was three star but the role was one star, sogy and dripping with unknown sauce.",Islamabad
67,Nadir,1/5 Stars,05-05-21,"I type 3 times to not add salad in my burgers and then ask the rider as well, but they didn't follow my instructions.

Very sad, but overall food was fresh and good",Islamabad
67,Shaheryar,2/5 Stars,29-04-21,Ordered paratha rolls... frozen paratha's were used full of oil... felt really bad after eating...!,Islamabad
67,Ali,1/5 Stars,13-04-21,Shawarma & cheez roll paratha Is not good I can't like,Islamabad
67,Asim,4/5 Stars,06-03-21,"Burger was really tasty and affordable. Enjoyed it. Fries were not up to the mark, they were not fresh and fried again",Islamabad
67,Danish,3/5 Stars,18-02-21,Tasteless,Islamabad
67,Amina,5/5 Stars,07-02-21,Its amazing i like this,Islamabad
67,Noor,5/5 Stars,21-01-21,Great taste,Islamabad
67,Raf,3/5 Stars,15-01-21,"Very average food, nothing special. Small burgers.",Islamabad
67,SyedFarjad,5/5 Stars,14-01-21,"Great experience. Delicious zinger & masala fries.
Highly recommend 👍",Islamabad
67,Muhammad,1/5 Stars,09-01-21,way toooooo spicy,Islamabad
67,Maryam,2/5 Stars,02-01-21,Dissatisfied coz chicken tikka again much hard,Islamabad
67,Maryam,4/5 Stars,31-12-20,Chicken tikka make soft,Islamabad
67,Anikur,1/5 Stars,30-12-20,Half order served,Islamabad
67,Waheed,2/5 Stars,25-12-20,Food was not nice,Islamabad
67,Faheem,5/5 Stars,22-12-20,Orger was more spicy,Islamabad
67,Abdullah,2/5 Stars,17-12-20,Asked for no ketchup in details but they added alot of ketchup on chicken piece.,Islamabad
67,Nehal,5/5 Stars,04-12-20,"Good work but you people need to work more on commitment with your customers to get positive rating,  in my order I got simple fries as I ordered mayo garlic fries and Soup quantity was to less. Still giving 5 stars.",Islamabad
69,Farwa,5/5 Stars,08-09-21,Omg that was so nice of them to send an extra box of chicken rice as matar pulao got finished  . Such yummy ghar ka food.,Islamabad
69,مریم,1/5 Stars,13-08-21,Bhoot Bura har chz bhoot buri to taste bilkul be mi ta AR smell arhe to har chz se,Islamabad
69,Chaudry,1/5 Stars,08-08-21,Food was below the mark and too much spicy .,Islamabad
69,Usman,1/5 Stars,06-08-21,Food was not good,Islamabad
69,Muhammad,1/5 Stars,02-08-21,Banana aata nahi tu mat sell kero,Islamabad
69,Laila,5/5 Stars,29-07-21,"Home made, hygenic food*****",Islamabad
69,MrsBilal,4/5 Stars,26-07-21,I ordered 4 dam kabab and it should have had 12 kababs. The portions were less today. But the food's taste was good.,Islamabad
69,Ijaz,5/5 Stars,22-07-21,"Good taste <3 
The rider was very late and making excuses",Islamabad
69,Assama,5/5 Stars,21-07-21,Good food as always l..,Islamabad
69,Zara,1/5 Stars,28-06-21,Sirf tamatar dalnay sa taste nai banta it was soo tasteless,Islamabad
69,Kashif,1/5 Stars,02-06-21,no taste of matar pulao overpriced too,Islamabad
69,Sheharyar,3/5 Stars,23-04-21,Some of the French toats were burned this time.,Islamabad
69,Sheharyar,5/5 Stars,15-04-21,"Wholesome meal, made with care",Islamabad
69,ADSamar,1/5 Stars,08-04-21,The quantity & quality of food was low..,Islamabad
69,Zeeshan,4/5 Stars,03-04-21,The buns were old and very hard to eat - the kind you get when you microwave frozen buns and then they become cardboard. Everything else was perfect,Islamabad
69,Zain,1/5 Stars,01-04-21,Tasteless palak chicken with extra salt,Islamabad
69,Faisal,3/5 Stars,31-03-21,Too much salt and loaded with oil. Spicy doesn't mean that you pour the whole bottle of salt in a single serving.,Islamabad
69,MuhammadAli,3/5 Stars,27-03-21,Food not great,Islamabad
69,Ayesha,1/5 Stars,20-03-21,Worst food ever. Fraud,Islamabad
69,Hanif,3/5 Stars,21-02-21,"1) order was 10-15 min late overall
2) kabab masala was tastety, though quantity was less
3) aloo cutlass was tasteless",Islamabad
69,Sana,5/5 Stars,20-02-21,Absolutely loved the homemade paratha! And the omelette was neither oily nor spicy. Good wholesome food at a reasonable price. Thank u so much! Will order again :),Islamabad
69,maryam,5/5 Stars,19-02-21,Rotiyan bohat chote banateee hain appp lakin awesome roti thi,Islamabad
69,Uzair,5/5 Stars,12-02-21,delicious,Islamabad
69,Zeeshan,1/5 Stars,10-02-21,The french toasts were burnt and they didnt bother to remake them instead sent the same. Poor customer service.,Islamabad
69,Umer,5/5 Stars,07-02-21,I am regular customer of Nani Jan ka traka. Its really  home made taste. You should increase dishes.,Islamabad
69,Imran,5/5 Stars,05-02-21,"Food was so delicious , it’s awesome , highly recommended",Islamabad
69,Hashim,4/5 Stars,31-01-21,"I’ve ordered Chicken Karahi and rice with peas. Food was good, however I would suggest, maybe, to add 5-8 more min in delivery so that tomato paste cooked well in karahi.
Always room for improvement.",Islamabad
69,Umer,5/5 Stars,22-01-21,Very nice. Delicious pure home taste,Islamabad
69,Nukhba,5/5 Stars,22-01-21,Chai bht Buri khana bht acha,Islamabad
69,kanwal,5/5 Stars,20-01-21,The food was delicious. Would definitely order again.,Islamabad
69,Malik,1/5 Stars,19-01-21,Quantity is less and price is high,Islamabad
69,Assama,5/5 Stars,16-01-21,Cutlets were amazing...,Islamabad
69,Umer,5/5 Stars,13-01-21,"Excellent food n taste, moderate spice, I really liked the food.
 Thanks",Islamabad
69,Anam,1/5 Stars,13-01-21,"I never had such a poor taste and quality 

Poor taste....waste of mone.poory matar pulao was like patient's food",Islamabad
69,Hina,1/5 Stars,10-01-21,Tasteless,Islamabad
69,Assama,5/5 Stars,09-01-21,Amazing as always,Islamabad
69,Imran,5/5 Stars,08-01-21,"Taste was so yummy and awesome , thank you 😊",Islamabad
69,Mohsin,1/5 Stars,07-01-21,"Food uality and quantity was too bad,  and taste was not as fresh as it should be although it was a chicken i ordered",Islamabad
69,Saad,5/5 Stars,01-01-21,Do try their coffee! Its taste superb.,Islamabad
69,Noushirwan,5/5 Stars,01-01-21,Nice food and nice taste 😋 👌 👍,Islamabad
69,Rabail,1/5 Stars,31-12-20,I irdered diet sandwich which had mayyonise and chilli garlic ketchup in it. The packaging was worst and it had a hair in it.,Islamabad
69,Assama,5/5 Stars,26-12-20,Authentic home food. Always fres,Islamabad
71,Rao,5/5 Stars,03-08-21,"Tried the corndog, it's really good.",Islamabad
71,Karishma,5/5 Stars,30-07-21,Hotdog was so delicious I’ll definitely order again,Islamabad
71,MuhammadHassan,3/5 Stars,28-07-21,Average. I have eaten better. The price is inexcusable for an average sandwich.,Islamabad
71,Aadil,5/5 Stars,19-03-21,"Cheetos Hot dog absolutely lovely, the corn dog was toooooo spicy :( but loved it 🤭",Islamabad
71,Shahsmeena,3/5 Stars,19-03-21,"the food was good,just not my type",Islamabad
71,Atta,4/5 Stars,13-01-21,"The loaded fries were really bad. Too watery.

The corn dog was perfect and the hot dog was good.",Islamabad
71,Zoya,3/5 Stars,13-01-21,There were only 3 Cheeto’s in Cheetos hotdog,Islamabad
71,Zeeshan,1/5 Stars,31-12-20,Terrible packaging. The hotdogs were practically mush by the time they got here.,Islamabad
71,Hassan,5/5 Stars,27-12-20,"Love their hotdogs , my favourites the Seattle hot dog. Received a complimentary cold drink too. Their hotdogs are always well packaged so you don’t receive something messy with toppings all over the place like from other restaurants etc and the ingredients are fresh. Highly recommended",Islamabad
71,Mohammad,1/5 Stars,14-11-20,So much dirty food quantity was also so low taste sa also so disgusting and what else to say never gonna order again dissappointing food panda,Islamabad
71,Farva,5/5 Stars,20-10-20,Food was really good....refreshing change to be honest. Keep it up...and if you can please add few more korean doshes like Tteokbokki or fish cakes on stick or Korean pan cakes...,Islamabad
71,Muhammad,3/5 Stars,18-10-20,"Couldn't find a social media page to see what the hot dogs actually looked like. I decided to order anyway. It's not one full sausage but 2 small chicken sausages, I believe they're those K&Ns sausages. You're basically paying for someone to cook and assemble store bought ingredients. A very underwhelming experience. Tastes okay but it's exactly what you would expect from just assembling the store bought things. Order them if you really want hot dogs and don't have an alternative and are too lazy to assemble ingredients yourself.",Islamabad
71,Aliyya,1/5 Stars,07-10-20,Rip off.,Islamabad
71,Shaz,4/5 Stars,06-10-20,I was sent the wrong order. Wanted jalepeno got mushrooms..,Islamabad
71,Hassan,5/5 Stars,03-10-20,Have tried both the corn dogs and hot dogs ! Both are terrific!,Islamabad
71,Aman,5/5 Stars,01-10-20,The Cheeto's coating could have been a little more but it was good.,Islamabad
73,Umair,1/5 Stars,27-08-21,I saw FUNGUS in my burger! What kind of food you people serve?! I ordered from F-11 branch!,Islamabad
73,Zaid,1/5 Stars,07-08-21,"Pathetic quality of Chicken Burger, never tried anything as disgusting as this burger , You guys are ripping off people . Shame",Islamabad
73,UmroAbdulLatif,1/5 Stars,01-07-21,Very bad meat quality.,Islamabad
73,Mariam,1/5 Stars,25-06-21,Not very good burgers. Overly hyped. Tiny ordinary fies. Meh,Islamabad
73,Tooba,1/5 Stars,23-06-21,The food was not fresh and it was a bad experience.,Islamabad
73,Maria,5/5 Stars,22-06-21,Delicious! Amazing,Islamabad
73,Ahsan,1/5 Stars,16-06-21,Very little  mushroom sauce it doesn’t look like messy mushroom burger also very only 4 pieces of mushrooms,Islamabad
73,Aman,5/5 Stars,09-06-21,The burgers were amazing. .huge.. but fries had some stale taste somehow.,Islamabad
73,Maarij,3/5 Stars,25-05-21,The beef and chicken burgers are just ok. The price is very high for what you get. Would recommend TBC for beef burgers. Hands down the most economical and delicious burgers in islamabad.,Islamabad
73,Zain,5/5 Stars,19-05-21,The sauce was spilled,Islamabad
73,Shehryar,1/5 Stars,04-05-21,The milkshake was bland and the packaging was so bad that the whole thing was spilt by the foodpanda rider,Islamabad
73,Shahram,5/5 Stars,27-04-21,AMAZING. OUT OF THIS WORLD.,Islamabad
73,ReemaMehmud,1/5 Stars,09-03-21,The burger was one of the worst that I have ever encountered. Horrible experience!,Islamabad
73,Mian,2/5 Stars,05-03-21,"Desi masala burger, even mayo used was desi , come up with some proper seasoning plz",Islamabad
73,Shaharyar,3/5 Stars,04-03-21,Food is overpriced.  Fries were good.,Islamabad
73,Maryam,1/5 Stars,20-02-21,"The most awful burger I ate, stale lettuce, dry old patty, named as big Kahuna, but writing big is a shame with it, such a small burger with such price point. Do not waste money.",Islamabad
74,SAAD,2/5 Stars,26-03-21,the order took way too long to reach,Islamabad
75,Muhammad,3/5 Stars,20-08-21,The burger size was too jumbo and it was too crispy and less meat. Lower the burger size and bun needs to be bit thic which can be easy to consume,Islamabad
75,umar,1/5 Stars,16-08-21,"I ordered zinger burgers
Previously i always had an amzaning taste .
I am returning customer.
But this time chicken pieces in both the burgers seemed black from inside .
It seemed to be fried 6 -12 hours earlier and on ordering staff again fried it to make it hot and packed it.",Islamabad
75,Muhammad,1/5 Stars,22-06-21,"I order Nachos. That thing that got deligered was a Paapri Chaat with Jalapeno and cheese. Not""nachos"" at all.",Islamabad
75,Maham,5/5 Stars,11-06-21,Mixup of order,Islamabad
75,Belle,1/5 Stars,20-05-21,The chicken was not cooked well it smells🤮,Islamabad
75,Zara,2/5 Stars,29-03-21,I ordered mozzarella sticks which were burnt. The zinger burger was good but it kept breaking so I had to eat the bun and chicken separately. Not a good experience.,Islamabad
75,Sabaha,4/5 Stars,11-03-21,The size of the pizza was too small.,Islamabad
75,Umair,5/5 Stars,06-03-21,Food was fresh.bzinger blazer burger and pizza both 5 stars,Islamabad
75,Osman,4/5 Stars,17-02-21,Beef patty could have been bigger,Islamabad
75,Barika,1/5 Stars,03-02-21,Literally hust half a cup of blended pineapple  -what i ordered was Mango mint chiller,Islamabad
76,hira,1/5 Stars,30-08-21,Expired food tha Aap ka,Islamabad
76,Zeeshan,5/5 Stars,05-08-21,Really Good.,Islamabad
76,Adnan,5/5 Stars,10-07-21,I ordered yakhni pulao for thw very first time  and it was very pleasant surpirse that the pulao was very tasty qunatity was also quite enough. Kabab and Chicken Piece was also vrry well cooked. Highly recommended to all of yhe food panda members. 👍,Islamabad
76,Vakas,5/5 Stars,18-06-21,10 10,Islamabad
76,Abdullah,3/5 Stars,01-06-21,Naan was missing I didn’t order roti,Islamabad
76,Talha,1/5 Stars,24-05-21,Worst taste,Islamabad
76,Hamza,1/5 Stars,18-05-21,It’s was not good I never ever order again,Islamabad
76,nadia,5/5 Stars,21-03-21,"Love their food
One of the best Haleem & the softest home made nans",Islamabad
76,Surayya,1/5 Stars,16-02-21,"Flat bread (roti ) was all burnt, quorma was too watery and spicy.",Islamabad
76,Usman,3/5 Stars,30-01-21,Raita inthi ghatya tha,Islamabad
76,Awais,1/5 Stars,18-01-21,Food contade is very low.,Islamabad
76,Khizer,4/5 Stars,09-01-21,Expecting something special but it was ordinary,Islamabad
76,Mrs,3/5 Stars,05-01-21,I gave instructions specifically not to put spice in my order but instead the rice was full of read chilli flakes.,Islamabad
76,Nazish,1/5 Stars,02-01-21,Worse experience ever...food was pathetic...rider was on time so thumbs up...,Islamabad
76,Mohammed,3/5 Stars,30-12-20,Pulao was waayyyy toooo salty.,Islamabad
76,Arbaz,5/5 Stars,09-12-20,Good Taste,Islamabad
76,AsimFarooq,1/5 Stars,07-12-20,"Worst experience,  i ordered chicken pulao there was a tinny piece of wing with skin and rice was not cooked well",Islamabad
76,Shah,2/5 Stars,06-12-20,Food wasn’t good,Islamabad
76,Irfan,1/5 Stars,06-12-20,Look into hygienic packaging,Islamabad
76,RizwanHabib,4/5 Stars,04-12-20,Kindly improve the quality and quantity of raita,Islamabad
76,Malik,1/5 Stars,27-11-20,Worst food i haver ever eat disgusting,Islamabad
76,Obaid,1/5 Stars,25-11-20,Worst quality. I m v sad by spending my halal rs 650 on below average food quality product.,Islamabad
76,Abdul,5/5 Stars,24-11-20,It was a good experience with a delicious taste,Islamabad
76,Iqra,1/5 Stars,20-11-20,There was no chicken piece in the rice and it was very disappointing.,Islamabad
76,Ayesha,1/5 Stars,09-11-20,Pathetic food,Islamabad
76,Shoaib,1/5 Stars,25-10-20,Pathetic,Islamabad
76,Obaid,1/5 Stars,21-10-20,poor quality of food. flour used for making roti was khameeri (expired). salaan quality was also not upto the mark.,Islamabad
76,Fareeha,1/5 Stars,19-10-20,"Food was too bland, pulao had no salt might be good for BP patient",Islamabad
76,Umer,3/5 Stars,07-10-20,"Pait bhrne k laye galib.
 ya chawal bi achy the",Islamabad
76,Ahmad,4/5 Stars,06-10-20,Not bad ...fresh taste,Islamabad
76,Hammad,1/5 Stars,01-10-20,Food is not hot,Islamabad
76,Sudais,1/5 Stars,21-09-20,The rider stole my 300 rupees.... I need it,Islamabad
76,Aniqa,3/5 Stars,22-08-20,Chiken was tender but it was too spicy n gravy was little watery,Islamabad
76,ghazanfar,3/5 Stars,22-08-20,Shami kabab was missing,Islamabad
76,Ahmad,5/5 Stars,18-08-20,"Always fresh n yummy ...
Keep it up",Islamabad
76,Madiha,3/5 Stars,17-08-20,Pulao was too spicy,Islamabad
77,Jibran,3/5 Stars,10-09-21,"A pathetic warm mango shake for 300 no doubt juice land is much better for the price ,",Islamabad
77,Farhad,1/5 Stars,08-09-21,I ordered choclate shake and it was not drinkable at all.tasted like i was drinking water. Don't waste ure money.,Islamabad
77,Nazar,1/5 Stars,06-09-21,Shake was not good.. It was water rather than milk..Disappointed in the useless taste.,Islamabad
78,Zaman,1/5 Stars,11-08-21,Food was not enough and taste was not good at all,Islamabad
78,Ahmad,1/5 Stars,12-06-21,Very bad when I received the package directly I put it on recycle.,Islamabad
78,Fahim,1/5 Stars,10-04-21,Missing my order,Islamabad
78,Muneeze,5/5 Stars,21-11-20,Very good food quality,Islamabad
78,Imran,3/5 Stars,01-08-20,The quantity was so less for the price.,Islamabad
78,Khalid,1/5 Stars,31-07-20,"Worst food ever, not cooked food, tasteless",Islamabad
78,Shayan,3/5 Stars,30-07-20,The driver owes me 50 rs,Islamabad
78,aneela,5/5 Stars,23-06-20,The food was reduced in quantity,Islamabad
78,Asaf,3/5 Stars,05-06-20,No sauce included..,Islamabad
78,Rida,4/5 Stars,27-05-20,Not bad. 👍🏽,Islamabad
79,Khalid,1/5 Stars,03-09-21,"That alfredo pasta was ghastly, even worse than before. The sauce was literally like milk and flour mixed together without even salt. What a waste of my rs 480.",Islamabad
79,Nabeyla,3/5 Stars,02-09-21,The burger was good i liked it but pasta didnt have salt :(,Islamabad
79,HAJIRA,1/5 Stars,18-08-21,Pathetic food.,Islamabad
79,Layba,1/5 Stars,13-08-21,Worst experience,Islamabad
79,Samrah,5/5 Stars,12-08-21,Great food,Islamabad
79,Waqar,3/5 Stars,08-08-21,"I ordered burger but it was nothing close to the one shown in picture. There were no onion rings as shown in picture, it was simple chicken patty burger with sauce and nothing else. Don't go with the picture, it's a trap.",Islamabad
79,Muhammad,2/5 Stars,30-07-21,Django Unchained Burger was not crispy. Taste vo nae raha ab.,Islamabad
79,Rana,3/5 Stars,30-07-21,"No Tissue papers ?even don’t know how to pack ,dirty packing ,not ketchup",Islamabad
79,Ahtisham,5/5 Stars,25-07-21,"Great value for money. The steak was fresh, hot and spicy as I like. Thumbs up!!",Islamabad
79,Hasan,1/5 Stars,21-07-21,The vegetables in the burger and the ones with the steak were STALE,Islamabad
79,Moiz,1/5 Stars,21-07-21,We ordered beef burger and got chicken and the order was poor,Islamabad
79,Wasil,2/5 Stars,20-07-21,"Beef tasted like kebab, very bad packaging the burger was messed up",Islamabad
79,Sarim,5/5 Stars,17-06-21,Love how much spice the add on there food,Islamabad
79,Çåptäîñ,5/5 Stars,27-05-21,Food is good but packing is cheap my all burger distracted from his place,Islamabad
79,Mohsin,1/5 Stars,20-05-21,"I shouldn't be saying bad about rizk, but restaurants like these makes you say it. The chicken they served me was wood. Could hardly tell a difference. I took a bite and I swear to GOD that one bite lasted for 5 mins and all I was doing was chew the damn pre heated chicken. Dont waste your money here, better go buy a freaking chewing guy",Islamabad
79,Sajjl,3/5 Stars,04-05-21,"Don't order burgers. The only wrap burgers in paper and it's completely destroyed by the time it reaches you.

The bun is also of poor quality and is soggy because of the packaging. If it hasn't lost its shape already, it will break apart in your hands. The taste was nice though.",Islamabad
79,Raza,4/5 Stars,02-05-21,They said a side of fries or mashed potato.would be offered but I didn't receive that in my package.,Islamabad
79,usman,1/5 Stars,16-04-21,Very pathetic quality and cheap packing. I wouldn't expect that from them.,Islamabad
79,Hassam,1/5 Stars,28-03-21,Chicken wash not fresh at all,Islamabad
79,Aqib,1/5 Stars,05-03-21,One burger is good other one is faarig,Islamabad
79,Ibrahim,1/5 Stars,13-02-21,Patheticcccccc  fooooood,Islamabad
79,Zayn,5/5 Stars,11-02-21,Kindly add some fries with burgers,Islamabad
79,AhsanZaman,1/5 Stars,01-01-21,No fries with burger total fraud,Islamabad
79,Usman,1/5 Stars,27-12-20,Wrong order,Islamabad
79,Hassaan,1/5 Stars,16-12-20,"Scam, a burger without a meal",Islamabad
79,Muneeb,1/5 Stars,09-12-20,They sent me the wrong order. All beef burgers instead of 2 Chicken and 1 Beef.,Islamabad
79,Raja,2/5 Stars,08-12-20,Very low quality of beef,Islamabad
79,Ahmer,3/5 Stars,02-12-20,Food wasn't packed property. Kindly direct reider to get the food in plastic box not just in paper. Plus rider was in very shabby condition.,Islamabad
79,Mrs,1/5 Stars,20-11-20,Food was pathetic and found a chicken feather in food. It was first time happened to us before when ever we ordered from mafia lounge food was good.,Islamabad
79,Aisha,1/5 Stars,30-10-20,"Pathetic food 
Tastless
Will never order again",Islamabad
79,Aiman,1/5 Stars,26-09-20,"They didn’t send my order right, ordered cheese fries and they send cold soggy fries with two drops of bbq sauce over it. Brownie was just pre heated",Islamabad
79,Hamza,1/5 Stars,21-09-20,They sent me steak abd didnt have disposableb foke and spoon in that + the packing waa of Pkr 3 local plastic box.. + the drink ordered was also not the one which they sent..pathetic..not gonna waste my money on then in the future..,Islamabad
80,Haider,1/5 Stars,17-11-20,Expired kheer giving fowl smell,Islamabad
80,Ujala,4/5 Stars,12-11-20,Donuts could have been bettee,Islamabad
81,zaeem,2/5 Stars,13-09-21,"Your karahi , chicken alu everything is same .",Islamabad
81,Usman,4/5 Stars,06-09-21,quantity is less..,Islamabad
81,Farwa,5/5 Stars,04-09-21,"Omg so so happy with my order, best alo k prathay and tea .",Islamabad
81,Areeba,2/5 Stars,03-09-21,"There was a hair in it 
You should be careful as I’m a regular customer",Islamabad
81,Mohtasim,5/5 Stars,01-09-21,Toooooo spicy 🥵,Islamabad
81,Jibran,5/5 Stars,26-08-21,Good,Islamabad
81,baber,1/5 Stars,24-08-21,Pathetic food,Islamabad
81,Muhammad,5/5 Stars,22-08-21,Food was good and fresh. But I think charges are quite high.,Islamabad
81,zaeem,5/5 Stars,20-08-21,Good one,Islamabad
81,zaeem,4/5 Stars,18-08-21,Perfect and tasty allu parathy . Just add raita with the parathy,Islamabad
81,tayyab,5/5 Stars,17-08-21,Excellent!,Islamabad
81,Saraa,4/5 Stars,15-08-21,"Very less potatoes in aloo paratha, taste was good",Islamabad
81,Fizza,1/5 Stars,10-08-21,Not that good,Islamabad
81,Aina,1/5 Stars,03-08-21,Not satisfactory,Islamabad
81,Raja,5/5 Stars,03-08-21,I want their number,Islamabad
81,Raza,1/5 Stars,03-08-21,Taste was good but it was very dry,Islamabad
81,Ahmad,5/5 Stars,02-08-21,Taste was good similar to home hope you continue this taste,Islamabad
81,Saiqa,5/5 Stars,01-08-21,Aloo chicken was great,Islamabad
81,Nadeem,5/5 Stars,01-08-21,The achari karahi was the best and the taste was yummy 😋,Islamabad
81,Annas,3/5 Stars,31-07-21,Very light and tasteless,Islamabad
81,Romain,5/5 Stars,25-07-21,Good,Islamabad
81,Shahryar,5/5 Stars,15-07-21,"Great taste,a bit oily though",Islamabad
81,Syed,5/5 Stars,09-07-21,Tasty food,Islamabad
81,Syed,5/5 Stars,07-07-21,Tasty food,Islamabad
81,Talha,5/5 Stars,02-07-21,Daal was good and roti was more ghar-like,Islamabad
81,Saiqa,5/5 Stars,27-06-21,I love their omlette,Islamabad
81,Hammad,1/5 Stars,14-06-21,Re-Order the food but this time food & Chaey was not satisfied,Islamabad
81,Khurram,5/5 Stars,06-06-21,Home style food . Loved it . according to price the size was ok .,Islamabad
81,asad,5/5 Stars,02-06-21,Good food. Nice packaging. Roti reminded me of my mother. Thanks for good clean food.,Islamabad
81,Parmar,2/5 Stars,01-06-21,Food was less cooked and tesless. The quantity was also very low.,Islamabad
81,Muhammad,5/5 Stars,28-05-21,Good food,Islamabad
81,Sehrish,1/5 Stars,23-05-21,Not good,Islamabad
81,Hasan,5/5 Stars,22-05-21,Great taste and quantity. Aloo paratha is very good,Islamabad
81,Ahsan,5/5 Stars,21-05-21,"Ordered alu parathas, were just like homemade ones!",Islamabad
81,Fariya,5/5 Stars,20-05-21,Great parathas,Islamabad
81,Shaista,5/5 Stars,17-05-21,It was awesome experience although it was my first order from here.. but totally worth it.. keep good services up dear,Islamabad
82,Awais,1/5 Stars,14-09-21,Kacha tha sab ghost,Islamabad
83,Bina,1/5 Stars,22-08-21,"They delivered cheeper roll as I paid for expensive one, don't buy from them they r frauds.",Islamabad
83,Amna,3/5 Stars,01-07-21,"The quality was not as such good, you should have add more mayo in it.It was a bit dry",Islamabad
83,Nihal,5/5 Stars,26-06-21,It was fresh and delicious.,Islamabad
83,Qutab,1/5 Stars,16-05-21,Very bad experience,Islamabad
83,Mohammad,1/5 Stars,09-05-21,Worst zinger burger I have ever seen in my life.,Islamabad
86,khan,1/5 Stars,25-08-21,BKwas,Islamabad
86,Fahad,1/5 Stars,14-08-21,Pathetic food. Please never order from this place as it’s only a ripoff,Islamabad
86,MaAn,1/5 Stars,07-08-21,"Worst taste..very low quantity
-10 out of 10",Islamabad
86,Iftikhar,3/5 Stars,11-07-21,Good but rice quantity less,Islamabad
86,Easha,5/5 Stars,02-07-21,Taste of food was good,Islamabad
86,Aqeela,1/5 Stars,24-06-21,"Pathetic,very bad,such shops don’t need to be allowed on online platforms.really want to uninstall the foodpanda app due to these third class shops and no quality policy.",Islamabad
87,Abdul,3/5 Stars,05-08-21,It was just okay nothing special randomised burgers,Islamabad
87,Shahroz,1/5 Stars,03-08-21,Never delivers the complete order,Islamabad
87,Hammad,2/5 Stars,26-07-21,My experience wasn't good. Restaurant did not bring a drink with it and I paid for the deal with a drink in it. What a shame.,Islamabad
87,Abdul,3/5 Stars,23-06-21,Not much burger has chicken only no vegetables muanise etc zinger was just name,Islamabad
87,Ahsan,4/5 Stars,15-06-21,Chicken patty was good but need to add vegetables like tomato and lettuce to enhance taste. Overall good taste,Islamabad
87,Imran,3/5 Stars,06-06-21,Pizza was not up tto the mark.... Not recommended,Islamabad
87,Ayesha,2/5 Stars,27-05-21,The food was warm but tasteless,Islamabad
87,Taaha,2/5 Stars,27-03-21,Less quantity and flavorless,Islamabad
87,Hareem,3/5 Stars,22-03-21,"The beef burger was nice but the patty felt more like a chicken home patty than a beef patty
There were no fries which for the price was outrageous",Islamabad
87,Hassan,5/5 Stars,18-03-21,The buy one get one free deal on zinger burgers was really good as the burgers were fresh and the patty was actual chicken rather than those hoax deals offered by some eatries.the rider was polite and reached on time. Kudos,Islamabad
87,Muhammad,5/5 Stars,26-02-21,Burger was hot when it arrived and perfectly good! Taste was awesome,Islamabad
87,Musadiq,4/5 Stars,22-02-21,Loved the previous deals. Now they have increased in prices,Islamabad
87,Musadiq,5/5 Stars,15-02-21,It was good again. Luvd it. 🥰❤️,Islamabad
87,Musadiq,5/5 Stars,15-02-21,"It was a good deal. We enjoyed it. Yummm🥰🥰
Thanks for adding extra mayo and cheese ❤️",Islamabad
87,Rashid,1/5 Stars,02-02-21,I wanted to use voucher but i couldnt,Islamabad
87,Zaeem,1/5 Stars,26-01-21,The food was pathetic,Islamabad
87,haseeb,4/5 Stars,09-01-21,Bad experience,Islamabad
87,Waseem,4/5 Stars,10-12-20,"Soaus 
missing",Islamabad
